ticker,yahoo_symbol,status,reason,n_rows,first_date,last_date,expected_sessions,completeness,in_fincall,fincall_calls,in_maec,maec_calls
ORI,ORI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
ORLY,ORLY,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
ORN,ORN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
OSIS,OSIS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
OSPN,OSPN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
OSUR,OSUR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
OTIS,OTIS,ok,,575,2020-03-19,2022-06-29,575,1.0,True,5,False,0
OXM,OXM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
OXY,OXY,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,3
PAHC,PAHC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
PANW,PANW,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,False,0
PARR,PARR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PATK,PATK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PAY,PAY,ok,,276,2021-05-26,2022-06-29,276,1.0,False,0,True,1
PAYX,PAYX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,10,True,1
PB,PB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PBCT,PBCT,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
PBF,PBF,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PBH,PBH,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PBI,PBI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PCAR,PCAR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,4
PCG,PCG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PCH,PCH,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
PDCE,PDCE,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
PDCO,PDCO,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
PDFS,PDFS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
PEG,PEG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,True,3
PEI,PEI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
PENN,PENN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,3,False,0
PEP,PEP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
PERY,PERY,ok,,1109,2014-06-02,2018-10-23,1109,1.0,False,0,True,3
PES,PES,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
PETS,PETS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PFE,PFE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,5,True,2
PFG,PFG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,2
PFS,PFS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,8
PG,PG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,10,True,2
PGNX,PGNX,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
PGR,PGR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,2,True,2
PH,PH,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,2
PHM,PHM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,2
PII,PII,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
PJC,PJC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,7
PKE,PKE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
PKG,PKG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PKI,PKI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
PLAB,PLAB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PLAY,PLAY,ok,,1943,2014-10-10,2022-06-29,1943,1.0,False,0,True,1
PLCE,PLCE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PLD,PLD,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,2,True,1
PLT,PLT,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,4
PLUS,PLUS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
PLXS,PLXS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PM,PM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,11,True,1
PNC,PNC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,3
PNR,PNR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
PNW,PNW,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,10,True,5
POL,POL,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
POOL,POOL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,7
POST,POST,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
POWI,POWI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
POWL,POWL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
PPBI,PPBI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
PPG,PPG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,3
PPL,PPL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PRA,PRA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
PRAA,PRAA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
PRFT,PRFT,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
PRGO,PRGO,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PRGS,PRGS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PRI,PRI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
PRLB,PRLB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
PRSC,PRSC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,5
PRU,PRU,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,10,True,1
PSA,PSA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
PSB,PSB,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,4
PSX,PSX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,2
PTC,PTC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,4,True,1
PTEN,PTEN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
PVH,PVH,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
PWR,PWR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,5,True,5
PX,PX,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,5
PYPL,PYPL,ok,,1760,2015-07-06,2022-06-29,1760,1.0,True,11,True,2
PZZA,PZZA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
QCOM,QCOM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,False,0
QEP,QEP,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
QHC,QHC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
QLYS,QLYS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
QNST,QNST,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,7
QSII,QSII,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,4
R,R,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RAVN,RAVN,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,5
RBC,RBC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
RCII,RCII,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
RCL,RCL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,2
RDC,RDC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,5
RE,RE,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
RECN,RECN,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
REG,REG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,3,True,3
REGN,REGN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,3,True,3
REX,REX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
RF,RF,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RFL,RFL,ok,,1073,2018-03-27,2022-06-29,1073,1.0,True,1,False,0
RGA,RGA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
RGEN,RGEN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
RGLD,RGLD,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RGR,RGR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
RGS,RGS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
RHI,RHI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RHT,RHT,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
RIG,RIG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
RJF,RJF,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,True,2
RL,RL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RLI,RLI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
RMAX,RMAX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
RMBS,RMBS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RMD,RMD,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,6
RNR,RNR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
ROCK,ROCK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
ROG,ROG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
ROIC,ROIC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
ROK,ROK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,1
ROL,ROL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
ROP,ROP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,5,True,5
ROST,ROST,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,7
RRC,RRC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,1,True,2
RRD,RRD,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
RRGB,RRGB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RS,RS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RSG,RSG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
RTEC,RTEC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
RTN,RTN,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
RTX,RTX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,False,0
RUTH,RUTH,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
RYAM,RYAM,ok,,2025,2014-06-16,2022-06-29,2025,1.0,False,0,True,1
RYN,RYN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SABR,SABR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SAFM,SAFM,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
SAH,SAH,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SAIA,SAIA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SAIC,SAIC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SAM,SAM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SANM,SANM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SBAC,SBAC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,3,True,1
SBH,SBH,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SBNY,SBNY,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
SBSI,SBSI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,7
SBUX,SBUX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,1,True,1
SCG,SCG,ok,,872,2015-07-16,2018-12-31,872,1.0,False,0,True,1
SCHL,SCHL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,8
SCI,SCI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,False,0
SCSC,SCSC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
SCVL,SCVL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SEDG,SEDG,ok,,1829,2015-03-26,2022-06-29,1829,1.0,False,0,True,2
SEE,SEE,ok,,2036,2014-06-02,2022-06-30,2036,1.0,True,7,True,4
SEIC,SEIC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SEM,SEM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SF,SF,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SFBS,SFBS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SFLY,SFLY,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SFM,SFM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SFNC,SFNC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SHAK,SHAK,ok,,1867,2015-01-30,2022-06-29,1867,1.0,False,0,True,1
SHOO,SHOO,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SHW,SHW,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,2,True,4
SIG,SIG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SIVB,SIVB,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
SIX,SIX,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SJI,SJI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,6
SJM,SJM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,False,0
SKT,SKT,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SKX,SKX,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
SKYW,SKYW,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,7
SLAB,SLAB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SLB,SLB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SLCA,SLCA,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SLGN,SLGN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SLM,SLM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SM,SM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SMG,SMG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SMP,SMP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SNA,SNA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,1
SNBR,SNBR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
SNH,SNH,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SNIRF,SNIRF,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,1,False,0
SNPS,SNPS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SNV,SNV,ok,,2036,2014-06-02,2022-06-30,2036,1.0,True,6,True,1
SNX,SNX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SO,SO,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,False,0
SON,SON,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SONC,SONC,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,5
SPG,SPG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SPGI,SPGI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,2
SPN,SPN,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SPOK,SPOK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
SPPI,SPPI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,7
SPSC,SPSC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
SPTN,SPTN,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
SPXC,SPXC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SRCL,SRCL,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
SRDX,SRDX,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SRE,SRE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SSD,SSD,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SSP,SSP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SSTK,SSTK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
STBA,STBA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
STC,STC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
STE,STE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
STI,STI,ok,,41,2022-05-02,2022-06-29,41,1.0,False,0,True,5
STLD,STLD,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,5,True,1
STMP,STMP,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
STRA,STRA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
STT,STT,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,1
STX,STX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,9
STZ,STZ,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,True,2
SUP,SUP,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SUPN,SUPN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SVU,SVU,ok,,1107,2014-06-02,2018-10-22,1108,0.9991,False,0,True,2
SWK,SWK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,1
SWKS,SWKS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SWM,SWM,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,5
SWN,SWN,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
SWX,SWX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
SXC,SXC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
SXI,SXI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SXT,SXT,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
SYF,SYF,ok,,1993,2014-07-31,2022-06-29,1993,1.0,True,5,True,2
SYK,SYK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
SYNA,SYNA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
SYY,SYY,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,True,3
T,T,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,4,False,0
TAP,TAP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,2
TBI,TBI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TCO,TCO,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TCOM,TCOM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,1,False,0
TDC,TDC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TDG,TDG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,4
TDS,TDS,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
TDY,TDY,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TECD,TECD,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
TEL,TEL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TER,TER,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,1
TEX,TEX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TFC,TFC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,False,0
TFX,TFX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,10,True,5
TG,TG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TGI,TGI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TGNA,TGNA,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TGT,TGT,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,1,True,4
THC,THC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,2,False,0
THG,THG,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
THRM,THRM,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
THS,THS,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TIF,TIF,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,4
TILE,TILE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TISI,TISI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TIVO,TIVO,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
TJX,TJX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
TKR,TKR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TLRD,TLRD,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TMO,TMO,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,6,True,2
TMST,TMST,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
TNC,TNC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TOL,TOL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
TPR,TPR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,3
TPRE,TPRE,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,4
TPX,TPX,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,3
TREE,TREE,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TREX,TREX,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,8
TRGP,TRGP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,False,0
TRIP,TRIP,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,7,True,7
TRMB,TRMB,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,False,0
TRMK,TRMK,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TRN,TRN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TRST,TRST,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,6
TRV,TRV,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,5,True,2
TSCO,TSCO,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,4,True,3
TSLA,TSLA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,5,False,0
TSN,TSN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,9,True,4
TSS,TSS,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TTC,TTC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TTEC,TTEC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
TTI,TTI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
TTWO,TTWO,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,4
TUP,TUP,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
TWI,TWI,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,2
TXN,TXN,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,3
TXRH,TXRH,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,5
TXT,TXT,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,8,True,1
TYL,TYL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
TYPE,TYPE,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,1
UAA,UAA,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,1
UAL,UAL,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,4,True,2
UBER,UBER,ok,,791,2019-05-10,2022-06-29,791,1.0,True,1,False,0
UCBI,UCBI,missing,no_data:delisted_renamed_or_unlisted_on_yahoo,0,,,0,0.0,False,0,True,2
UDR,UDR,ok,,2035,2014-06-02,2022-06-29,2035,1.0,True,1,True,1
UEIC,UEIC,ok,,2035,2014-06-02,2022-06-29,2035,1.0,False,0,True,4
