dataset,split,target,horizon,segment,model,condition,n,r2_oos,mse
fincall,temporal,dv,15,test,ridge_text_pastvol,within_shuffle,481,-3.583698711703999,0.9534723739637516
fincall,temporal,dv,15,test,ticker_only,real,481,-0.16788588597112897,0.242936326807939
fincall,temporal,dv,30,test,mlp_pastvol,global_shuffle,481,-0.7604172037269357,0.1961397598526909
fincall,temporal,dv,30,test,mlp_pastvol,real,481,-0.7604172037269357,0.1961397598526909
fincall,temporal,dv,30,test,mlp_pastvol,within_shuffle,481,-0.7604172037269357,0.1961397598526909
fincall,temporal,dv,30,test,mlp_text,global_shuffle,481,-1.1673191424366438,0.2414754043653402
fincall,temporal,dv,30,test,mlp_text,real,481,-1.0419040393345194,0.22750207568377911
fincall,temporal,dv,30,test,mlp_text,within_shuffle,481,-1.0147937920719383,0.22448154317797744
fincall,temporal,dv,30,test,mlp_text_pastvol,global_shuffle,481,-1.5898691286439406,0.28855450166397845
fincall,temporal,dv,30,test,mlp_text_pastvol,real,481,-1.294545334657645,0.25565051850099496
fincall,temporal,dv,30,test,mlp_text_pastvol,within_shuffle,481,-1.2318487843582133,0.24866507988264447
fincall,temporal,dv,30,test,ridge_pastvol,global_shuffle,481,-0.6671410196732255,0.18574724136245013
fincall,temporal,dv,30,test,ridge_pastvol,real,481,-0.6671410196732255,0.18574724136245013
fincall,temporal,dv,30,test,ridge_pastvol,within_shuffle,481,-0.6671410196732255,0.18574724136245013
fincall,temporal,dv,30,test,ridge_text,global_shuffle,481,-0.2660619830879458,0.1410603650065271
fincall,temporal,dv,30,test,ridge_text,real,481,-0.14419245529632363,0.12748207239281928
fincall,temporal,dv,30,test,ridge_text,within_shuffle,481,-0.14169917086665085,0.12720427903324227
fincall,temporal,dv,30,test,ridge_text_pastvol,global_shuffle,481,-0.5619094638794899,0.17402269559079345
fincall,temporal,dv,30,test,ridge_text_pastvol,real,481,-0.4679406660427956,0.1635530084039633
fincall,temporal,dv,30,test,ridge_text_pastvol,within_shuffle,481,-0.4606014366755913,0.1627352961693068
fincall,temporal,dv,30,test,ticker_only,real,481,-0.5071812851123698,0.16792506610964966
fincall,temporal,har_resid,3,test,mlp_pastvol,global_shuffle,481,-0.044211578044347055,0.6573581569190486
fincall,temporal,har_resid,3,test,mlp_pastvol,real,481,-0.044211578044347055,0.6573581569190486
fincall,temporal,har_resid,3,test,mlp_pastvol,within_shuffle,481,-0.044211578044347055,0.6573581569190486
fincall,temporal,har_resid,3,test,mlp_text,global_shuffle,481,-0.36993474464653375,0.8624093026499344
fincall,temporal,har_resid,3,test,mlp_text,real,481,-0.07724455855857415,0.678153271285663
fincall,temporal,har_resid,3,test,mlp_text,within_shuffle,481,-0.07935634414070969,0.6794826948500721
fincall,temporal,har_resid,3,test,mlp_text_pastvol,global_shuffle,481,-0.31124647307456965,0.825463519970945
fincall,temporal,har_resid,3,test,mlp_text_pastvol,real,481,-0.0605518702213661,0.6676447928603212
fincall,temporal,har_resid,3,test,mlp_text_pastvol,within_shuffle,481,-0.04604424257838202,0.6585118665749023
fincall,temporal,har_resid,3,test,ridge_pastvol,global_shuffle,481,-0.06889398285935,0.6728963682151802
fincall,temporal,har_resid,3,test,ridge_pastvol,real,481,-0.06889398285935,0.6728963682151802
fincall,temporal,har_resid,3,test,ridge_pastvol,within_shuffle,481,-0.06889398285935,0.6728963682151802
fincall,temporal,har_resid,3,test,ridge_text,global_shuffle,481,-0.08981567872478857,0.6860671161008558
fincall,temporal,har_resid,3,test,ridge_text,real,481,0.06885822034910372,0.5861777986105041
fincall,temporal,har_resid,3,test,ridge_text,within_shuffle,481,0.07109166630877828,0.5847717866963482
fincall,temporal,har_resid,3,test,ridge_text_pastvol,global_shuffle,481,-0.10871472240173041,0.6979645521954396
fincall,temporal,har_resid,3,test,ridge_text_pastvol,real,481,0.05091723787313085,0.5974721104355178
fincall,temporal,har_resid,3,test,ridge_text_pastvol,within_shuffle,481,0.05344595083366621,0.5958802203185475
fincall,temporal,har_resid,3,test,ticker_only,real,481,-0.013279311272653027,0.6378854961078643
fincall,temporal,har_resid,7,test,mlp_pastvol,global_shuffle,481,-1.7986416189329701,0.6916659561728153
fincall,temporal,har_resid,7,test,mlp_pastvol,real,481,-1.7986416189329701,0.6916659561728153
fincall,temporal,har_resid,7,test,mlp_pastvol,within_shuffle,481,-1.7986416189329701,0.6916659561728153
fincall,temporal,har_resid,7,test,mlp_text,global_shuffle,481,-0.46727454597048057,0.3626272992372778
fincall,temporal,har_resid,7,test,mlp_text,real,481,-0.11131766335146964,0.2746548857966309
fincall,temporal,har_resid,7,test,mlp_text,within_shuffle,481,-0.1557219676593986,0.28562911893514975
fincall,temporal,har_resid,7,test,mlp_text_pastvol,global_shuffle,481,-0.37273487545078,0.3392624385263152
fincall,temporal,har_resid,7,test,mlp_text_pastvol,real,481,-0.08011276123735156,0.2669427985068443
fincall,temporal,har_resid,7,test,mlp_text_pastvol,within_shuffle,481,-0.10328430380024756,0.2726694935700283
fincall,temporal,har_resid,7,test,ridge_pastvol,global_shuffle,481,-0.3187371795335907,0.3259172614500409
fincall,temporal,har_resid,7,test,ridge_pastvol,real,481,-0.3187371795335907,0.3259172614500409
fincall,temporal,har_resid,7,test,ridge_pastvol,within_shuffle,481,-0.3187371795335907,0.3259172614500409
fincall,temporal,har_resid,7,test,ridge_text,global_shuffle,481,-0.09458087249833302,0.2705184974965409
fincall,temporal,har_resid,7,test,ridge_text,real,481,0.11233613756275895,0.21938031294153126
fincall,temporal,har_resid,7,test,ridge_text,within_shuffle,481,0.10324734870251062,0.22162654761300496
fincall,temporal,har_resid,7,test,ridge_text_pastvol,global_shuffle,481,-0.11617252700626923,0.27585473356891044
fincall,temporal,har_resid,7,test,ridge_text_pastvol,real,481,0.09450427571100573,0.22378734087057953
fincall,temporal,har_resid,7,test,ridge_text_pastvol,within_shuffle,481,0.08562724685068546,0.22598124044425486
fincall,temporal,har_resid,7,test,ticker_only,real,481,-0.015458508465388876,0.25096392316188026
fincall,temporal,har_resid,15,test,mlp_pastvol,global_shuffle,481,-2.749472795712317,0.6186451892536766
fincall,temporal,har_resid,15,test,mlp_pastvol,real,481,-2.749472795712317,0.6186451892536766
fincall,temporal,har_resid,15,test,mlp_pastvol,within_shuffle,481,-2.749472795712317,0.6186451892536766
fincall,temporal,har_resid,15,test,mlp_text,global_shuffle,481,-0.5129392386466418,0.24962778305584454
fincall,temporal,har_resid,15,test,mlp_text,real,481,-0.1590929143856259,0.1912448214593498
fincall,temporal,har_resid,15,test,mlp_text,within_shuffle,481,-0.17886326770151095,0.1945068357837914
fincall,temporal,har_resid,15,test,mlp_text_pastvol,global_shuffle,481,-0.5607729830846098,0.25752012352418413
fincall,temporal,har_resid,15,test,mlp_text_pastvol,real,481,-0.2723826298413108,0.20993708601950978
fincall,temporal,har_resid,15,test,mlp_text_pastvol,within_shuffle,481,-0.27099426530017734,0.20970801246941367
fincall,temporal,har_resid,15,test,ridge_pastvol,global_shuffle,481,-0.3899108362806698,0.2293286814455301
fincall,temporal,har_resid,15,test,ridge_pastvol,real,481,-0.3899108362806698,0.2293286814455301
fincall,temporal,har_resid,15,test,ridge_pastvol,within_shuffle,481,-0.3899108362806698,0.2293286814455301
fincall,temporal,har_resid,15,test,ridge_text,global_shuffle,481,-0.0498728929019876,0.17322403706045952
fincall,temporal,har_resid,15,test,ridge_text,real,481,0.14513066088636473,0.14104937757860128
fincall,temporal,har_resid,15,test,ridge_text,within_shuffle,481,0.1435224197223256,0.14131472972635664
fincall,temporal,har_resid,15,test,ridge_text_pastvol,global_shuffle,481,-0.07866186752415039,0.1779740810330185
fincall,temporal,har_resid,15,test,ridge_text_pastvol,real,481,0.12032233986196217,0.14514263262842006
fincall,temporal,har_resid,15,test,ridge_text_pastvol,within_shuffle,481,0.11909078331563372,0.14534583360471498
fincall,temporal,har_resid,15,test,ticker_only,real,481,0.022975928584765604,0.16120432778103322
fincall,temporal,har_resid,30,test,mlp_pastvol,global_shuffle,481,-0.9697465303261512,0.2824805510202163
fincall,temporal,har_resid,30,test,mlp_pastvol,real,481,-0.9697465303261512,0.2824805510202163
fincall,temporal,har_resid,30,test,mlp_pastvol,within_shuffle,481,-0.9697465303261512,0.2824805510202163
fincall,temporal,har_resid,30,test,mlp_text,global_shuffle,481,-0.6061036730574407,0.23033067634632998
fincall,temporal,har_resid,30,test,mlp_text,real,481,-0.3032816627244599,0.1869030946636522
fincall,temporal,har_resid,30,test,mlp_text,within_shuffle,481,-0.28706193138193137,0.18457702957025224
fincall,temporal,har_resid,30,test,mlp_text_pastvol,global_shuffle,481,-0.6588877135262321,0.23790041418169944
fincall,temporal,har_resid,30,test,mlp_text_pastvol,real,481,-0.41368640661532763,0.20273619420685798
fincall,temporal,har_resid,30,test,mlp_text_pastvol,within_shuffle,481,-0.3723131371301891,0.19680287041025016
fincall,temporal,har_resid,30,test,ridge_pastvol,global_shuffle,481,-0.009993721807467937,0.14484279000907385
fincall,temporal,har_resid,30,test,ridge_pastvol,real,481,-0.009993721807467937,0.14484279000907385
fincall,temporal,har_resid,30,test,ridge_pastvol,within_shuffle,481,-0.009993721807467937,0.14484279000907385
fincall,temporal,har_resid,30,test,ridge_text,global_shuffle,481,-0.0007651626350071439,0.1435193260810893
fincall,temporal,har_resid,30,test,ridge_text,real,481,0.2028944466811443,0.11431258410974408
fincall,temporal,har_resid,30,test,ridge_text,within_shuffle,481,0.20377469169608742,0.11418634852916268
fincall,temporal,har_resid,30,test,ridge_text_pastvol,global_shuffle,481,-0.04267422728672643,0.14952948804522756
fincall,temporal,har_resid,30,test,ridge_text_pastvol,real,481,0.1707527883898612,0.11892200628921698
fincall,temporal,har_resid,30,test,ridge_text_pastvol,within_shuffle,481,0.1719669636561807,0.11874788190672182
fincall,temporal,har_resid,30,test,ticker_only,real,481,-0.011376537806198739,0.1450410990906065
fincall,temporal,v,3,test,mlp_pastvol,global_shuffle,481,0.4557939707584765,0.6390555306142258
fincall,temporal,v,3,test,mlp_pastvol,real,481,0.4557939707584765,0.6390555306142258
fincall,temporal,v,3,test,mlp_pastvol,within_shuffle,481,0.4557939707584765,0.6390555306142258
fincall,temporal,v,3,test,mlp_text,global_shuffle,481,-0.029228362023626664,1.2086122565252047
fincall,temporal,v,3,test,mlp_text,real,481,0.14738107567144798,1.0012216142807464
fincall,temporal,v,3,test,mlp_text,within_shuffle,481,0.15219473523143767,0.9955689834773119
fincall,temporal,v,3,test,mlp_text_pastvol,global_shuffle,481,-2.3466896960443027,3.9299832133200616
fincall,temporal,v,3,test,mlp_text_pastvol,real,481,-2.091797102585803,3.630665468183568
fincall,temporal,v,3,test,mlp_text_pastvol,within_shuffle,481,-2.080116122484468,3.616948613654858
fincall,temporal,v,3,test,ridge_pastvol,global_shuffle,481,0.41471513907570656,0.687293979230153
fincall,temporal,v,3,test,ridge_pastvol,real,481,0.41471513907570656,0.687293979230153
fincall,temporal,v,3,test,ridge_pastvol,within_shuffle,481,0.41471513907570656,0.687293979230153
fincall,temporal,v,3,test,ridge_text,global_shuffle,481,0.3066373968706626,0.8142085578662875
fincall,temporal,v,3,test,ridge_text,real,481,0.43877632118548393,0.6590391810946016
fincall,temporal,v,3,test,ridge_text,within_shuffle,481,0.43870535478813877,0.6591225162035022
fincall,temporal,v,3,test,ridge_text_pastvol,global_shuffle,481,0.32144296645046644,0.7968225301204093
fincall,temporal,v,3,test,ridge_text_pastvol,real,481,0.4481662876266539,0.648012640291893
fincall,temporal,v,3,test,ridge_text_pastvol,within_shuffle,481,0.44801151349163226,0.6481943899632803
fincall,temporal,v,3,test,ticker_only,real,481,0.4000565464538888,0.7045074134492658
fincall,temporal,v,7,test,mlp_pastvol,global_shuffle,481,-0.22760090117688914,0.5139181914235758
fincall,temporal,v,7,test,mlp_pastvol,real,481,-0.22760090117688914,0.5139181914235758
fincall,temporal,v,7,test,mlp_pastvol,within_shuffle,481,-0.22760090117688914,0.5139181914235758
fincall,temporal,v,7,test,mlp_text,global_shuffle,481,-0.6108162061524149,0.6743459951748197
fincall,temporal,v,7,test,mlp_text,real,481,-0.24068911680547234,0.5193973924394392
fincall,temporal,v,7,test,mlp_text,within_shuffle,481,-0.2545285621623654,0.525191085423292
fincall,temporal,v,7,test,mlp_text_pastvol,global_shuffle,481,-7.675039824582754,3.631685813282616
fincall,temporal,v,7,test,mlp_text_pastvol,real,481,-7.189423530398511,3.428389247278365
fincall,temporal,v,7,test,mlp_text_pastvol,within_shuffle,481,-7.176745286352686,3.4230816752130377
fincall,temporal,v,7,test,ridge_pastvol,global_shuffle,481,-1.0517762223618696,0.8589478261145149
fincall,temporal,v,7,test,ridge_pastvol,real,481,-1.0517762223618696,0.8589478261145149
fincall,temporal,v,7,test,ridge_pastvol,within_shuffle,481,-1.0517762223618696,0.8589478261145149
fincall,temporal,v,7,test,ridge_text,global_shuffle,481,0.05802210376806105,0.39434605850191307
fincall,temporal,v,7,test,ridge_text,real,481,0.3189799047970876,0.2850996731219905
fincall,temporal,v,7,test,ridge_text,within_shuffle,481,0.30812409719805645,0.28964430729616547
fincall,temporal,v,7,test,ridge_text_pastvol,global_shuffle,481,0.09515585987284125,0.37880052349958665
fincall,temporal,v,7,test,ridge_text_pastvol,real,481,0.32825450846394655,0.28121698817277524
fincall,temporal,v,7,test,ridge_text_pastvol,within_shuffle,481,0.31764529082464565,0.28565839086022976
fincall,temporal,v,7,test,ticker_only,real,481,0.22626356692739868,0.3239140896214632
fincall,temporal,v,15,test,mlp_pastvol,global_shuffle,481,-2.7060508414274462,0.7709095462106753
fincall,temporal,v,15,test,mlp_pastvol,real,481,-2.7060508414274462,0.7709095462106753
fincall,temporal,v,15,test,mlp_pastvol,within_shuffle,481,-2.7060508414274462,0.7709095462106753
fincall,temporal,v,15,test,mlp_text,global_shuffle,481,-1.6431412587872738,0.5498097342878293
fincall,temporal,v,15,test,mlp_text,real,481,-1.101162677891585,0.43707073535567426
fincall,temporal,v,15,test,mlp_text,within_shuffle,481,-1.117247389318905,0.44041657655373745
fincall,temporal,v,15,test,mlp_text_pastvol,global_shuffle,481,-19.13846247362225,4.18907716898486
fincall,temporal,v,15,test,mlp_text_pastvol,real,481,-18.383725020931266,4.032081398538789
fincall,temporal,v,15,test,mlp_text_pastvol,within_shuffle,481,-18.35685629222249,4.026492333428133
fincall,temporal,v,15,test,ridge_pastvol,global_shuffle,481,-2.025246137283445,0.6292928042969043
fincall,temporal,v,15,test,ridge_pastvol,real,481,-2.025246137283445,0.6292928042969043
fincall,temporal,v,15,test,ridge_pastvol,within_shuffle,481,-2.025246137283445,0.6292928042969043
fincall,temporal,v,15,test,ridge_text,global_shuffle,481,-0.3595651150518824,0.28280824271822935
fincall,temporal,v,15,test,ridge_text,real,481,0.037328935316895406,0.20024882155668305
fincall,temporal,v,15,test,ridge_text,within_shuffle,481,0.032830978253072685,0.2011844584886392
fincall,temporal,v,15,test,ridge_text_pastvol,global_shuffle,481,-0.2974926397076709,0.26989631413244974
fincall,temporal,v,15,test,ridge_text_pastvol,real,481,0.045235782157493354,0.19860408866697052
fincall,temporal,v,15,test,ridge_text_pastvol,within_shuffle,481,0.0410112007343828,0.19948285970578492
fincall,temporal,v,15,test,ticker_only,real,481,-0.09297629349485415,0.22735410130331837
fincall,temporal,v,30,test,mlp_pastvol,global_shuffle,481,-2.476749821742634,0.3873677635396833
fincall,temporal,v,30,test,mlp_pastvol,real,481,-2.476749821742634,0.3873677635396833
fincall,temporal,v,30,test,mlp_pastvol,within_shuffle,481,-2.476749821742634,0.3873677635396833
fincall,temporal,v,30,test,mlp_text,global_shuffle,481,-3.2894192859965674,0.47791266006814626
fincall,temporal,v,30,test,mlp_text,real,481,-2.633498512834343,0.40483217513646996
fincall,temporal,v,30,test,mlp_text,within_shuffle,481,-2.5882801584356123,0.3997940982795043
fincall,temporal,v,30,test,mlp_text_pastvol,global_shuffle,481,-28.36910875937859,3.2722072511883953
fincall,temporal,v,30,test,mlp_text_pastvol,real,481,-26.901480352994533,3.108689033704645
fincall,temporal,v,30,test,mlp_text_pastvol,within_shuffle,481,-26.785620810830885,3.095780353461967
fincall,temporal,v,30,test,ridge_pastvol,global_shuffle,481,-0.37085348001177576,0.15273588089999263
fincall,temporal,v,30,test,ridge_pastvol,real,481,-0.37085348001177576,0.15273588089999263
fincall,temporal,v,30,test,ridge_pastvol,within_shuffle,481,-0.37085348001177576,0.15273588089999263
fincall,temporal,v,30,test,ridge_text,global_shuffle,481,-1.378700468631933,0.2650268002898477
fincall,temporal,v,30,test,ridge_text,real,481,-0.5766825083090765,0.17566865847991875
fincall,temporal,v,30,test,ridge_text,within_shuffle,481,-0.561445457479474,0.17397099755939696
fincall,temporal,v,30,test,ridge_text_pastvol,global_shuffle,481,-1.608671116267999,0.2906493558437312
fincall,temporal,v,30,test,ridge_text_pastvol,real,481,-1.0909843518362399,0.2329704389144964
fincall,temporal,v,30,test,ridge_text_pastvol,within_shuffle,481,-1.0673591796368167,0.23033820174261288
fincall,temporal,v,30,test,ticker_only,real,481,-0.7865754340702524,0.19905422183752466
fincall,ticker_disjoint,dv,3,test,mlp_pastvol,global_shuffle,484,0.49210262678733563,0.5801422140161998
fincall,ticker_disjoint,dv,3,test,mlp_pastvol,real,484,0.49210262678733563,0.5801422140161998
fincall,ticker_disjoint,dv,3,test,mlp_pastvol,within_shuffle,484,0.49210262678733563,0.5801422140161998
fincall,ticker_disjoint,dv,3,test,mlp_text,global_shuffle,484,-0.19105660066483154,1.3604760523913546
fincall,ticker_disjoint,dv,3,test,mlp_text,real,484,-0.19502719025777715,1.3650114305186927
fincall,ticker_disjoint,dv,3,test,mlp_text,within_shuffle,484,-0.18163591540414603,1.3497153406945932
fincall,ticker_disjoint,dv,3,test,mlp_text_pastvol,global_shuffle,484,0.25081811096751905,0.8557477607236125
fincall,ticker_disjoint,dv,3,test,mlp_text_pastvol,real,484,0.27490448133522816,0.8282352730248701
fincall,ticker_disjoint,dv,3,test,mlp_text_pastvol,within_shuffle,484,0.2449629385617914,0.8624357903572746
fincall,ticker_disjoint,dv,3,test,ridge_pastvol,global_shuffle,484,0.4514955880083784,0.6265253193921
fincall,ticker_disjoint,dv,3,test,ridge_pastvol,real,484,0.4514955880083784,0.6265253193921
fincall,ticker_disjoint,dv,3,test,ridge_pastvol,within_shuffle,484,0.4514955880083784,0.6265253193921
fincall,ticker_disjoint,dv,3,test,ridge_text,global_shuffle,484,-0.04863861492031285,1.1978001065739359
fincall,ticker_disjoint,dv,3,test,ridge_text,real,484,-0.04433533263376144,1.1928847125496174
fincall,ticker_disjoint,dv,3,test,ridge_text,within_shuffle,484,-0.05194965432932541,1.2015821181273507
fincall,ticker_disjoint,dv,3,test,ridge_text_pastvol,global_shuffle,484,0.19231900149002346,0.9225679584253244
fincall,ticker_disjoint,dv,3,test,ridge_text_pastvol,real,484,0.2228979314930416,0.8876393899982352
fincall,ticker_disjoint,dv,3,test,ridge_text_pastvol,within_shuffle,484,0.18845144175489303,0.9269856514198477
fincall,ticker_disjoint,dv,3,test,ticker_only,real,484,-0.0011044674902214169,1.1435045599027012
fincall,ticker_disjoint,dv,7,test,mlp_pastvol,global_shuffle,484,0.36305432598955345,0.24563197150880764
fincall,ticker_disjoint,dv,7,test,mlp_pastvol,real,484,0.36305432598955345,0.24563197150880764
fincall,ticker_disjoint,dv,7,test,mlp_pastvol,within_shuffle,484,0.36305432598955345,0.24563197150880764
fincall,ticker_disjoint,dv,7,test,mlp_text,global_shuffle,484,-0.2436751625003286,0.4796113617634558
fincall,ticker_disjoint,dv,7,test,mlp_text,real,484,-0.27074624656631885,0.4900510648987985
fincall,ticker_disjoint,dv,7,test,mlp_text,within_shuffle,484,-0.19468001790150335,0.460716855601897
fincall,ticker_disjoint,dv,7,test,mlp_text_pastvol,global_shuffle,484,0.0547844975421663,0.36451326516992405
fincall,ticker_disjoint,dv,7,test,mlp_text_pastvol,real,484,0.13973603298538206,0.33175252279415407
fincall,ticker_disjoint,dv,7,test,mlp_text_pastvol,within_shuffle,484,0.0826912989112295,0.3537512756965875
fincall,ticker_disjoint,dv,7,test,ridge_pastvol,global_shuffle,484,0.3057367237873876,0.2677359533797084
fincall,ticker_disjoint,dv,7,test,ridge_pastvol,real,484,0.3057367237873876,0.2677359533797084
fincall,ticker_disjoint,dv,7,test,ridge_pastvol,within_shuffle,484,0.3057367237873876,0.2677359533797084
fincall,ticker_disjoint,dv,7,test,ridge_text,global_shuffle,484,-0.047371442376913375,0.40390872061852684
fincall,ticker_disjoint,dv,7,test,ridge_text,real,484,-0.0262576817381015,0.3957664019510303
fincall,ticker_disjoint,dv,7,test,ridge_text,within_shuffle,484,-0.02050393471297185,0.3935475247641474
fincall,ticker_disjoint,dv,7,test,ridge_text_pastvol,global_shuffle,484,0.10513300841138384,0.34509684632611587
fincall,ticker_disjoint,dv,7,test,ridge_text_pastvol,real,484,0.12851968975576467,0.3360779976549272
fincall,ticker_disjoint,dv,7,test,ridge_text_pastvol,within_shuffle,484,0.10351390132110738,0.3457212393990202
fincall,ticker_disjoint,dv,7,test,ticker_only,real,484,-0.002925960464200239,0.3867687481022841
fincall,ticker_disjoint,dv,15,test,mlp_pastvol,global_shuffle,484,0.2303692111531489,0.1644455739477459
fincall,ticker_disjoint,dv,15,test,mlp_pastvol,real,484,0.2303692111531489,0.1644455739477459
fincall,ticker_disjoint,dv,15,test,mlp_pastvol,within_shuffle,484,0.2303692111531489,0.1644455739477459
fincall,ticker_disjoint,dv,15,test,mlp_text,global_shuffle,484,-0.3554492955301407,0.28961632069643756
fincall,ticker_disjoint,dv,15,test,mlp_text,real,484,-0.3385637665530037,0.28600842124088555
fincall,ticker_disjoint,dv,15,test,mlp_text,within_shuffle,484,-0.31023579998654216,0.27995563750574665
fincall,ticker_disjoint,dv,15,test,mlp_text_pastvol,global_shuffle,484,-0.15018033219441818,0.24575688448550037
fincall,ticker_disjoint,dv,15,test,mlp_text_pastvol,real,484,-0.06064229584796288,0.22662545940412032
fincall,ticker_disjoint,dv,15,test,mlp_text_pastvol,within_shuffle,484,-0.12090397216498672,0.2395014592895384
fincall,ticker_disjoint,dv,15,test,ridge_pastvol,global_shuffle,484,0.1909885412073944,0.172859968181349
fincall,ticker_disjoint,dv,15,test,ridge_pastvol,real,484,0.1909885412073944,0.172859968181349
fincall,ticker_disjoint,dv,15,test,ridge_pastvol,within_shuffle,484,0.1909885412073944,0.172859968181349
fincall,ticker_disjoint,dv,15,test,ridge_text,global_shuffle,484,-0.048106613591480274,0.22394698357731183
fincall,ticker_disjoint,dv,15,test,ridge_text,real,484,0.007852976950041168,0.2119902023286441
fincall,ticker_disjoint,dv,15,test,ridge_text,within_shuffle,484,-0.023018828811819603,0.21858652343596247
fincall,ticker_disjoint,dv,15,test,ridge_text_pastvol,global_shuffle,484,0.04326705092592431,0.20442334325129646
fincall,ticker_disjoint,dv,15,test,ridge_text_pastvol,real,484,0.09356924730486826,0.19367536685242906
fincall,ticker_disjoint,dv,15,test,ridge_text_pastvol,within_shuffle,484,0.03537224552321683,0.20611021158409693
fincall,ticker_disjoint,dv,15,test,ticker_only,real,484,-0.002929741676928277,0.2142941256890723
fincall,ticker_disjoint,dv,30,test,mlp_pastvol,global_shuffle,484,0.24868315871058355,0.17517829553760797
fincall,ticker_disjoint,dv,30,test,mlp_pastvol,real,484,0.24868315871058355,0.17517829553760797
fincall,ticker_disjoint,dv,30,test,mlp_pastvol,within_shuffle,484,0.24868315871058355,0.17517829553760797
fincall,ticker_disjoint,dv,30,test,mlp_text,global_shuffle,484,-0.5966328877440121,0.3722736034963216
fincall,ticker_disjoint,dv,30,test,mlp_text,real,484,-0.20367758644585243,0.28065148600759376
fincall,ticker_disjoint,dv,30,test,mlp_text,within_shuffle,484,-0.4739481055664396,0.3436682138002972
fincall,ticker_disjoint,dv,30,test,mlp_text_pastvol,global_shuffle,484,-0.25050097988962117,0.2915689069996337
fincall,ticker_disjoint,dv,30,test,mlp_text_pastvol,real,484,0.05108936501685324,0.22124959606731834
fincall,ticker_disjoint,dv,30,test,mlp_text_pastvol,within_shuffle,484,-0.1341830546549574,0.26444802435296066
fincall,ticker_disjoint,dv,30,test,ridge_pastvol,global_shuffle,484,0.22406957276910855,0.18091724054101843
fincall,ticker_disjoint,dv,30,test,ridge_pastvol,real,484,0.22406957276910855,0.18091724054101843
fincall,ticker_disjoint,dv,30,test,ridge_pastvol,within_shuffle,484,0.22406957276910855,0.18091724054101843
fincall,ticker_disjoint,dv,30,test,ridge_text,global_shuffle,484,-0.15071869876071342,0.2683035028819546
fincall,ticker_disjoint,dv,30,test,ridge_text,real,484,0.1709126553454935,0.19331139661280436
fincall,ticker_disjoint,dv,30,test,ridge_text,within_shuffle,484,-0.02383951403695117,0.23872013924942279
fincall,ticker_disjoint,dv,30,test,ridge_text_pastvol,global_shuffle,484,-0.0974510644554587,0.25588353187624596
fincall,ticker_disjoint,dv,30,test,ridge_text_pastvol,real,484,0.23575789310027517,0.17819197215784557
fincall,ticker_disjoint,dv,30,test,ridge_text_pastvol,within_shuffle,484,-0.006501765788562208,0.2346776407724813
fincall,ticker_disjoint,dv,30,test,ticker_only,real,484,-0.00012329917958098235,0.23319042679390573
fincall,ticker_disjoint,har_resid,3,test,mlp_pastvol,global_shuffle,484,0.0046065343734169595,0.5746491560046163
fincall,ticker_disjoint,har_resid,3,test,mlp_pastvol,real,484,0.0046065343734169595,0.5746491560046163
fincall,ticker_disjoint,har_resid,3,test,mlp_pastvol,within_shuffle,484,0.0046065343734169595,0.5746491560046163
fincall,ticker_disjoint,har_resid,3,test,mlp_text,global_shuffle,484,-0.22383991506149248,0.706533243949061
fincall,ticker_disjoint,har_resid,3,test,mlp_text,real,484,-0.24762030199593466,0.7202618645932988
fincall,ticker_disjoint,har_resid,3,test,mlp_text,within_shuffle,484,-0.21693917741669977,0.7025493891214696
fincall,ticker_disjoint,har_resid,3,test,mlp_text_pastvol,global_shuffle,484,-0.2207000392341596,0.7047205667953083
fincall,ticker_disjoint,har_resid,3,test,mlp_text_pastvol,real,484,-0.16002997059506163,0.6696952175820166
fincall,ticker_disjoint,har_resid,3,test,mlp_text_pastvol,within_shuffle,484,-0.20276462578163823,0.6943662993031086
fincall,ticker_disjoint,har_resid,3,test,ridge_pastvol,global_shuffle,484,0.0007506590202763785,0.5768751858047481
fincall,ticker_disjoint,har_resid,3,test,ridge_pastvol,real,484,0.0007506590202763785,0.5768751858047481
fincall,ticker_disjoint,har_resid,3,test,ridge_pastvol,within_shuffle,484,0.0007506590202763785,0.5768751858047481
fincall,ticker_disjoint,har_resid,3,test,ridge_text,global_shuffle,484,-0.042775256949342255,0.6020030691393292
fincall,ticker_disjoint,har_resid,3,test,ridge_text,real,484,-0.03769974227941497,0.5990729311365377
fincall,ticker_disjoint,har_resid,3,test,ridge_text,within_shuffle,484,-0.04366771617568577,0.6025182934791474
fincall,ticker_disjoint,har_resid,3,test,ridge_text_pastvol,global_shuffle,484,-0.04226396727654236,0.6017078972408846
fincall,ticker_disjoint,har_resid,3,test,ridge_text_pastvol,real,484,-0.03706658761981774,0.5987074055395529
fincall,ticker_disjoint,har_resid,3,test,ridge_text_pastvol,within_shuffle,484,-0.042876098435411514,0.602061285791197
fincall,ticker_disjoint,har_resid,3,test,ticker_only,real,484,2.220446049250313e-16,0.5773085476735417
fincall,ticker_disjoint,har_resid,7,test,mlp_pastvol,global_shuffle,484,0.0126485368817697,0.24489577520898523
fincall,ticker_disjoint,har_resid,7,test,mlp_pastvol,real,484,0.0126485368817697,0.24489577520898523
fincall,ticker_disjoint,har_resid,7,test,mlp_pastvol,within_shuffle,484,0.0126485368817697,0.24489577520898523
