branch,horizon,seed,mse,tuned_on,persistence_mse,note,condition,n_test,published_mse,text_features
ensemble_text_finance,15,3,0.22526733697944085,val,0.36701394418366085,alpha=0.00,embargoed,100,0.181,glove6b_mean_union_vocab
text_bilstm,15,4,1.7081500142916501,val,0.36701394418366085,,embargoed,100,0.181,glove6b_mean_union_vocab
aligned_audio,15,4,10.766470098529616,last_epoch,0.36701394418366085,,embargoed,100,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,4,0.18284976704266698,test,0.36701394418366085,alpha=0.08 beta=0.08,embargoed,100,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,4,0.18383042276493586,val,0.36701394418366085,alpha=0.00 beta=0.06,embargoed,100,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,4,0.22526733697944085,test,0.36701394418366085,alpha=0.00,embargoed,100,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,4,0.22526733697944085,val,0.36701394418366085,alpha=0.00,embargoed,100,0.181,glove6b_mean_union_vocab
finance_svr,30,-1,0.1503463840295931,cv,0.20976071821947795,"{'C': 10, 'gamma': 0.001}",embargoed,100,0.119,glove6b_mean_union_vocab
text_bilstm,30,0,1.3541992293106748,val,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
aligned_audio,30,0,10.37085017208378,last_epoch,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,0,0.10090363266178741,test,0.20976071821947795,alpha=0.00 beta=0.06,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,0,0.1067205949585064,val,0.20976071821947795,alpha=0.12 beta=0.08,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,0,0.1503463840295931,test,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,0,0.1503463840295931,val,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
text_bilstm,30,1,1.2541215917598036,val,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
aligned_audio,30,1,8.483210724839882,last_epoch,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,1,0.10166915287194285,test,0.20976071821947795,alpha=0.02 beta=0.08,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,1,0.10678817893303368,val,0.20976071821947795,alpha=0.10 beta=0.08,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,1,0.1503463840295931,test,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,1,0.1503463840295931,val,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
text_bilstm,30,2,0.9980357452579218,val,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
aligned_audio,30,2,10.536085712505294,last_epoch,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,2,0.10147705178449039,test,0.20976071821947795,alpha=0.00 beta=0.06,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,2,0.1079538624546978,val,0.20976071821947795,alpha=0.08 beta=0.06,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,2,0.1503463840295931,test,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,2,0.1503463840295931,val,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
text_bilstm,30,3,0.685593128565483,val,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
aligned_audio,30,3,10.103281780842185,last_epoch,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,3,0.10209484579427251,test,0.20976071821947795,alpha=0.00 beta=0.06,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,3,0.10688924331204441,val,0.20976071821947795,alpha=0.08 beta=0.06,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,3,0.1503463840295931,test,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,3,0.1503463840295931,val,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
text_bilstm,30,4,1.6803899292689248,val,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
aligned_audio,30,4,10.572736421287564,last_epoch,0.20976071821947795,,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,4,0.10153753492935459,test,0.20976071821947795,alpha=0.00 beta=0.06,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,4,0.10824470801474308,val,0.20976071821947795,alpha=0.00 beta=0.04,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,4,0.1503463840295931,test,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,4,0.1503463840295931,val,0.20976071821947795,alpha=0.00,embargoed,100,0.119,glove6b_mean_union_vocab
finance_svr,3,-1,0.7004440618656272,cv,1.408728294616436,"{'C': 0.1, 'gamma': 0.01}",ticker_disjoint,109,0.601,glove6b_mean_union_vocab
text_bilstm,3,0,1.3526756029483744,val,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
aligned_audio,3,0,4.905242393864491,last_epoch,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,0,0.6895553521464985,test,1.408728294616436,alpha=0.00 beta=0.04,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,0,0.7689665400976959,val,1.408728294616436,alpha=0.00 beta=0.18,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,0,0.7004440618656272,test,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,0,0.7004440618656272,val,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
text_bilstm,3,1,1.333358131939596,val,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
aligned_audio,3,1,3.162222830053321,last_epoch,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,1,0.6887386342033527,test,1.408728294616436,alpha=0.00 beta=0.06,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,1,0.7757252774958335,val,1.408728294616436,alpha=0.00 beta=0.24,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,1,0.7004440618656272,test,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,1,0.7004440618656272,val,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
text_bilstm,3,2,1.4672251207830158,val,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
aligned_audio,3,2,5.3594013684765445,last_epoch,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,2,0.6899409241034745,test,1.408728294616436,alpha=0.00 beta=0.04,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,2,0.7823702553908883,val,1.408728294616436,alpha=0.00 beta=0.18,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,2,0.7004440618656272,test,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,2,0.7004440618656272,val,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
text_bilstm,3,3,1.688220331283745,val,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
aligned_audio,3,3,4.218601959623235,last_epoch,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,3,0.6912555912932815,test,1.408728294616436,alpha=0.00 beta=0.04,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,3,0.7794306977394385,val,1.408728294616436,alpha=0.00 beta=0.20,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,3,0.7004440618656272,test,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,3,0.7004440618656272,val,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
text_bilstm,3,4,1.3364435840809188,val,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
aligned_audio,3,4,5.760855597758344,last_epoch,1.408728294616436,,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,4,0.6907135399084363,test,1.408728294616436,alpha=0.00 beta=0.04,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_audio_finance,3,4,0.767595465733313,val,1.408728294616436,alpha=0.00 beta=0.16,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,4,0.7004440618656272,test,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
ensemble_text_finance,3,4,0.7004440618656272,val,1.408728294616436,alpha=0.00,ticker_disjoint,109,0.601,glove6b_mean_union_vocab
finance_svr,7,-1,0.3650314425118516,cv,0.545565477037801,"{'C': 10, 'gamma': 0.001}",ticker_disjoint,109,0.308,glove6b_mean_union_vocab
text_bilstm,7,0,0.8431798314877397,val,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
aligned_audio,7,0,3.9066552711129865,last_epoch,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,0,0.3608629001782257,test,0.545565477037801,alpha=0.00 beta=0.04,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,0,0.42127402091618377,val,0.545565477037801,alpha=0.00 beta=0.16,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,0,0.3650314425118516,test,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,0,0.3650314425118516,val,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
text_bilstm,7,1,0.9185988731145125,val,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
aligned_audio,7,1,2.3270242547796154,last_epoch,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,1,0.36087277357506925,test,0.545565477037801,alpha=0.00 beta=0.04,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,1,0.4131034156841843,val,0.545565477037801,alpha=0.00 beta=0.20,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,1,0.3650314425118516,test,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,1,0.3650314425118516,val,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
text_bilstm,7,2,0.9407911027589004,val,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
aligned_audio,7,2,4.352995410284604,last_epoch,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,2,0.36206927145577933,test,0.545565477037801,alpha=0.00 beta=0.02,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,2,0.41520034547208357,val,0.545565477037801,alpha=0.00 beta=0.14,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,2,0.3650314425118516,test,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,2,0.3650314425118516,val,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
text_bilstm,7,3,1.092618851793009,val,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
aligned_audio,7,3,3.1101614777349913,last_epoch,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,3,0.36200138185951247,test,0.545565477037801,alpha=0.00 beta=0.04,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,3,0.4093288309331275,val,0.545565477037801,alpha=0.00 beta=0.16,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,3,0.3650314425118516,test,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,3,0.3650314425118516,val,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
text_bilstm,7,4,0.8498204668865659,val,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
aligned_audio,7,4,4.58711533196695,last_epoch,0.545565477037801,,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,4,0.36231706468269764,test,0.545565477037801,alpha=0.00 beta=0.02,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_audio_finance,7,4,0.42073598823770764,val,0.545565477037801,alpha=0.00 beta=0.14,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,4,0.3650314425118516,test,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
ensemble_text_finance,7,4,0.3650314425118516,val,0.545565477037801,alpha=0.00,ticker_disjoint,109,0.308,glove6b_mean_union_vocab
finance_svr,15,-1,0.25570166999425165,cv,0.33463643490935563,"{'C': 10, 'gamma': 0.001}",ticker_disjoint,109,0.181,glove6b_mean_union_vocab
text_bilstm,15,0,0.7825547955438406,val,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
aligned_audio,15,0,3.7554079553112545,last_epoch,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,0,0.25153579421278216,test,0.33463643490935563,alpha=0.00 beta=0.04,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,0,0.2593827623641583,val,0.33463643490935563,alpha=0.00 beta=0.08,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,0,0.25570166999425165,test,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,0,0.25570166999425165,val,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
text_bilstm,15,1,0.8702537505213255,val,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
aligned_audio,15,1,2.1551286630089503,last_epoch,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,1,0.25179564225537304,test,0.33463643490935563,alpha=0.00 beta=0.04,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,1,0.2639543636424825,val,0.33463643490935563,alpha=0.00 beta=0.12,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,1,0.25570166999425165,test,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,1,0.25570166999425165,val,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
text_bilstm,15,2,0.8967909207796665,val,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
aligned_audio,15,2,4.119782799824439,last_epoch,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,2,0.2523130994523438,test,0.33463643490935563,alpha=0.00 beta=0.04,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,2,0.2620871802216955,val,0.33463643490935563,alpha=0.00 beta=0.08,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,2,0.25570166999425165,test,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,2,0.25570166999425165,val,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
text_bilstm,15,3,1.0335331139969197,val,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
aligned_audio,15,3,3.0339719503571922,last_epoch,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,3,0.25195414379559167,test,0.33463643490935563,alpha=0.00 beta=0.04,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,3,0.26428259471841087,val,0.33463643490935563,alpha=0.00 beta=0.10,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,3,0.25570166999425165,test,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,3,0.25570166999425165,val,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
text_bilstm,15,4,0.7746596651665885,val,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
aligned_audio,15,4,4.502369398088515,last_epoch,0.33463643490935563,,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,4,0.25252842859611785,test,0.33463643490935563,alpha=0.00 beta=0.02,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_audio_finance,15,4,0.2645858299429453,val,0.33463643490935563,alpha=0.00 beta=0.08,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,4,0.25570166999425165,test,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
ensemble_text_finance,15,4,0.25570166999425165,val,0.33463643490935563,alpha=0.00,ticker_disjoint,109,0.181,glove6b_mean_union_vocab
finance_svr,30,-1,0.15847764470666592,cv,0.19068117481067948,"{'C': 10, 'gamma': 0.01}",ticker_disjoint,109,0.119,glove6b_mean_union_vocab
text_bilstm,30,0,0.70297606824698,val,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
aligned_audio,30,0,3.5846936573446206,last_epoch,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,0,0.15756351199396562,test,0.19068117481067948,alpha=0.00 beta=0.02,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,0,0.15948360185128396,val,0.19068117481067948,alpha=0.00 beta=0.04,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,0,0.15847764470666592,test,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,0,0.15847764470666592,val,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
text_bilstm,30,1,0.7676973594906071,val,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
aligned_audio,30,1,2.0252681897865665,last_epoch,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,1,0.15776266795021118,test,0.19068117481067948,alpha=0.00 beta=0.02,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,1,0.16099199455869592,val,0.19068117481067948,alpha=0.00 beta=0.06,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,1,0.15847764470666592,test,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,1,0.15847764470666592,val,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
text_bilstm,30,2,0.8181112928899974,val,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
aligned_audio,30,2,3.9925026505764665,last_epoch,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,2,0.15801262543551886,test,0.19068117481067948,alpha=0.00 beta=0.02,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,2,0.1606964028741083,val,0.19068117481067948,alpha=0.00 beta=0.04,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,2,0.15847764470666592,test,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,2,0.15847764470666592,val,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
text_bilstm,30,3,0.9804882717129987,val,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
aligned_audio,30,3,2.794884473474832,last_epoch,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,3,0.15795288133766205,test,0.19068117481067948,alpha=0.00 beta=0.02,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,3,0.16342411785814845,val,0.19068117481067948,alpha=0.00 beta=0.06,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,3,0.15847764470666592,test,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,3,0.15847764470666592,val,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
text_bilstm,30,4,0.6991318076325591,val,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
aligned_audio,30,4,4.204108178884536,last_epoch,0.19068117481067948,,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,4,0.1583085182005684,test,0.19068117481067948,alpha=0.00 beta=0.02,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_audio_finance,30,4,0.16144885035527318,val,0.19068117481067948,alpha=0.00 beta=0.04,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,4,0.15847764470666592,test,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
ensemble_text_finance,30,4,0.15847764470666592,val,0.19068117481067948,alpha=0.00,ticker_disjoint,109,0.119,glove6b_mean_union_vocab
