dataset,stratum,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,seed_std,dm_p_vs_persistence,dm_p_vs_har,dm_p_vs_stage1,dm_p_vs_stage2
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_audio_pastvol,val,47,1.8190664224912412,0.9552367742836226,-0.5848339995424747,0.5562582345191041,0.351152281549495,0.28898471714596435,0.040791284810287785,0.03675861072747941,0.05828928721593989
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_egemaps_audio,test,95,2.1663827896271903,1.101651101976812,-0.14691482325797023,-0.07673301304049417,0.27114822557441703,0.4633826601677701,0.00011698498662073512,0.0026846533210329003,0.00014549782421590675
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_egemaps_audio,val,47,2.1595579308418182,1.09942985709282,-0.8814820561046275,0.5125164690382081,0.27114822557441703,0.11089617828444946,0.009845066142214127,0.007901945708006878,0.014353918623876935
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_egemaps_audio_pastvol,test,95,1.8502853902382697,1.0263116372294412,0.020431776192645135,-0.048484629556045225,0.4051946244782791,0.9029107608033995,9.88212897633791e-05,0.006606069803703251,0.0002523908776314906
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_egemaps_audio_pastvol,val,47,2.1510281911727636,1.1017171396126735,-0.8740506499351648,0.4984848484848484,0.4051946244782791,0.10938962788576388,0.01011793469753998,0.008119087246961093,0.014940796773798738
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_text_audio_pastvol,test,95,1.2644767000264834,0.8832279475899254,0.3305674888719613,-0.019239244301556914,0.23827878749376077,0.03344407281804708,0.0021213903141830224,0.4399515098971703,0.001741290531520986
earnings25,all,ticker_disjoint,v,3,mlp_wavlm_text_audio_pastvol,val,47,1.2435406723166464,0.9431765508392318,-0.08341592859609737,-0.40210803689064556,0.23827878749376077,0.7211818356872037,0.002087089223552265,0.0026095010063351106,0.006111938364221144
earnings25,all,ticker_disjoint,v,3,ridge_egemaps_audio,test,95,0.9002361055544899,0.7161945367256569,0.5234018019178635,0.016103745981288154,,0.00017555908112555773,0.080927009305284,0.024437292750041348,0.24336098263740485
earnings25,all,ticker_disjoint,v,3,ridge_egemaps_audio,val,47,0.7057928210148361,0.6715746095572419,0.3850887215842199,0.4244400527009222,,0.024264466120328187,0.0009579093304447946,0.12378500423508988,0.22691331878480744
earnings25,all,ticker_disjoint,v,3,ridge_egemaps_audio_pastvol,test,95,0.9165395586277656,0.7417600241182786,0.5147705147374255,0.11000975327818517,,0.00035028107321983485,0.15722994772921467,0.051572016332889346,0.2646302771443199
earnings25,all,ticker_disjoint,v,3,ridge_egemaps_audio_pastvol,val,47,0.6983639997111712,0.6637333910268854,0.3915609693443921,0.5269433465085639,,0.026964612581327336,0.0011563428921781457,0.15330604402724823,0.28559648341000293
earnings25,all,ticker_disjoint,v,3,ridge_emotion2vec_audio,test,95,0.8686247153554734,0.7022270356742225,0.5401373355348393,0.17192500812773184,,0.00012649407232316558,0.30833846305566437,0.012651354154850636,0.40532551772413183
earnings25,all,ticker_disjoint,v,3,ridge_emotion2vec_audio,val,47,0.7231609330966352,0.6834738278767807,0.36995701765369327,-0.5380764163372859,,0.03062938765383278,0.000742837854719251,0.09715173218185488,0.17618892129061028
earnings25,all,ticker_disjoint,v,3,ridge_emotion2vec_audio_pastvol,test,95,0.8601131140382589,0.7069982349626459,0.5446435021121945,0.20833724668569162,,0.00020163019293676797,0.4503637833849106,0.014530130990457638,0.4269855183770176
earnings25,all,ticker_disjoint,v,3,ridge_emotion2vec_audio_pastvol,val,47,0.691378817798798,0.6862444287215764,0.3976467030212072,-0.44446640316205527,,0.019022068054318567,0.007167916758773059,0.1705752088643798,0.35269910649497216
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_audio,test,95,0.8968463155529846,0.7254630068488146,0.5251964064628558,0.05078206841744031,,0.00015989067574573843,0.11098333538309543,0.026361536575307293,0.2742363641064384
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_audio,val,47,0.7429016754745107,0.6904866164529655,0.3527581956041831,0.41396574440052697,,0.038365194835781206,0.0004485237588974311,0.05634412623613318,0.11436032828259095
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_audio_pastvol,test,95,0.8958733695107701,0.725179197904696,0.5257114983678455,0.05521800382906477,,0.00015834316464395203,0.11278872597586613,0.025482386833021425,0.2778635805103333
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_audio_pastvol,val,47,0.7398124916823559,0.6890167235875411,0.3554496000763395,0.42628458498023714,,0.03681801496401807,0.0004740368360320212,0.05891781801326678,0.12190600110855472
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio,test,95,0.8971411092043462,0.7257021591203825,0.5250403383800738,0.062355958530506087,,0.00016169226183829983,0.12050771312631482,0.027796360243049458,0.27975982756539325
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio,val,47,0.7445246611934965,0.6901602924134099,0.35134419394024274,0.41554677206851115,,0.03941574117637258,0.0003680133489322626,0.05591264571445509,0.10815746084415793
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio_pastvol,test,95,0.8961392830114687,0.7254046175113272,0.5255707198604109,0.06898818769642018,,0.00016005443987621227,0.1226018741926068,0.02686256772539865,0.28354631728619806
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio_pastvol,val,47,0.7413457010700835,0.6886456838519641,0.3541138146778269,0.41930171277997363,,0.03777892792510443,0.0003877381205639869,0.05856579207798111,0.11554243353807478
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_text_audio_pastvol,test,95,0.8181459928439911,0.70631948955762,0.5668615116060072,0.2921287432720442,,8.204114134687707e-05,0.9003209667549967,0.003917665007502702,0.7552977432858288
earnings25,all,ticker_disjoint,v,3,ridge_wavlm_text_audio_pastvol,val,47,0.6835232218409614,0.6438499549435909,0.4044907717185985,-0.4070487483530961,,0.015110264658456185,0.012860870056508194,0.1758954292071748,0.1620807831164426
earnings25,all,ticker_disjoint,v,7,mlp_egemaps_audio,test,95,1.3290006056608823,0.9341918766074492,-1.132611754699794,-0.22972221218798541,0.20404551015386704,0.00017175347036030463,1.0262687519513408e-07,3.699011781196413e-07,3.53658289937234e-07
earnings25,all,ticker_disjoint,v,7,mlp_egemaps_audio,val,47,1.0324831272854547,0.8326186192065186,-1.3372754204423138,0.4710803689064558,0.20404551015386704,0.009958455076732937,0.00023506825153987208,0.0006121992149585048,0.00018907448723022452
earnings25,all,ticker_disjoint,v,7,mlp_egemaps_audio_pastvol,test,95,1.2364860763885113,0.8838604578648235,-0.9841561620037582,-0.1486905320955099,0.26657146383080027,0.0002622138208518105,3.42839701648793e-07,1.2462473196261658e-06,1.4990076851861204e-06
earnings25,all,ticker_disjoint,v,7,mlp_egemaps_audio_pastvol,val,47,0.9677235365952845,0.7861791380419151,-1.1906764150367835,0.4939393939393939,0.26657146383080027,0.015398515742508933,0.0002661494084590857,0.0007553506813652796,0.00030107127971030335
earnings25,all,ticker_disjoint,v,7,mlp_emotion2vec_audio,test,95,2.955972748164553,1.3348737632642602,-3.743370471357438,-0.12698768197088467,0.5078690459388021,0.00010652585461777865,1.944089398138087e-05,2.9500053857482376e-05,2.1698938543691486e-05
earnings25,all,ticker_disjoint,v,7,mlp_emotion2vec_audio,val,47,3.6426604441239974,1.5113825534192824,-7.246043442329912,-0.46996047430830035,0.5078690459388021,0.0008355425345499301,0.00033082770971694023,0.0003708126413925199,0.0003534832891547136
earnings25,all,ticker_disjoint,v,7,mlp_emotion2vec_audio_pastvol,test,95,3.665045456879517,1.4770060122504414,-4.881200497243983,-0.2156196943972835,0.589354285737338,1.9104051511710406e-06,1.0193871427416772e-06,1.6205335921655785e-06,1.3276127634717199e-06
earnings25,all,ticker_disjoint,v,7,mlp_emotion2vec_audio_pastvol,val,47,3.8223212343182458,1.501110427725752,-7.652749119005017,-0.3963109354413702,0.589354285737338,0.0003753613410237236,0.0001886398422290693,0.00019867176032938665,0.00019553375805055049
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_audio,test,95,1.3816474568562063,0.8906030728578357,-1.2170927498391806,-0.0009753278185167792,0.3002214890820732,0.0010715353199155049,2.9582957374868055e-05,6.987294585104442e-05,4.0271491257202826e-05
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_audio,val,47,1.5938563323692796,0.9601576472929937,-2.6080795229626155,-0.5895915678524374,0.3002214890820732,0.010696926118174086,0.0024651098178887546,0.0029447491563697895,0.002924870027219262
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_audio_pastvol,test,95,1.4971986323485516,0.940688853286847,-1.4025146330758798,-0.03186793338872232,0.2975050461666065,0.00016550206864973817,3.152186433267188e-06,1.157324929980451e-05,3.6411157719897642e-06
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_audio_pastvol,val,47,1.285301413123809,0.8485129101984553,-1.9095907926866245,0.4984848484848484,0.2975050461666065,0.01751630670041873,0.002811558133266729,0.0038897554268312318,0.0037721872941027033
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_egemaps_audio,test,95,1.5464724951974147,0.9209439770391217,-1.481583083957959,-0.0926705920601091,0.15064326539595113,0.0004251739884047146,7.723147632451962e-06,2.2855625028830877e-05,1.2290111785395916e-05
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_egemaps_audio,val,47,1.6489589534588038,0.9337261788709939,-2.7328176406818843,0.40289855072463765,0.15064326539595113,0.008174192466883563,0.0017726542028146436,0.0023215636504620475,0.0019891784871072437
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_egemaps_audio_pastvol,test,95,1.3239516213236278,0.9140226246529722,-1.1245097844666279,-0.07579380847451504,0.31555166499539433,0.00022640052205510498,1.4008396499696024e-06,7.967562028810463e-06,3.937536997098786e-06
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_egemaps_audio_pastvol,val,47,1.6168903525766376,0.9500596145121765,-2.660222601955271,0.4428853754940711,0.31555166499539433,0.007844173043108072,0.001661051142466264,0.00203166273186124,0.0018717436968361618
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_text_audio_pastvol,test,95,0.8429032357999439,0.7432727547750267,-0.35258429611290776,-0.039164830401329336,0.22956689478676404,0.13202045680537963,6.111330316167625e-05,0.0010059368412529753,0.0001012274082355
earnings25,all,ticker_disjoint,v,7,mlp_wavlm_text_audio_pastvol,val,47,0.7609312098073518,0.7367055774699979,-0.7225519394259763,-0.44934123847167323,0.22956689478676404,0.03600809221471588,0.0002981605690120294,0.000401253073185357,0.00036834427412621613
earnings25,all,ticker_disjoint,v,7,ridge_egemaps_audio,test,95,0.3850467792816906,0.49652414537621453,0.38212572356422037,0.06430661416753965,,0.0024287168837526054,0.026905592419289255,0.5782776958651353,0.33207698675735575
earnings25,all,ticker_disjoint,v,7,ridge_egemaps_audio,val,47,0.30862934042604184,0.43089945222888637,0.3013427993717943,0.4241765480895915,,0.09185144680433713,0.00823486576882052,0.2337784874995005,0.08869993288795831
earnings25,all,ticker_disjoint,v,7,ridge_egemaps_audio_pastvol,test,95,0.3678738243571426,0.4807830766491777,0.4096827053887764,0.21907307733988365,,0.0006759083066168781,0.15040213732424892,0.3362406485397428,0.738042883858174
earnings25,all,ticker_disjoint,v,7,ridge_egemaps_audio_pastvol,val,47,0.2848662605458787,0.41557144686288644,0.3551362813669311,-0.4549407114624505,,0.026789332329878335,0.004013127643566397,0.34260370114664285,0.11705923752281117
earnings25,all,ticker_disjoint,v,7,ridge_emotion2vec_audio,test,95,0.36930951489373,0.4781309470786943,0.40737889115318016,0.23976447639345444,,0.0018069837983724537,0.10209561029187478,0.3595856334022512,0.6312013623773696
earnings25,all,ticker_disjoint,v,7,ridge_emotion2vec_audio,val,47,0.3205154574554497,0.4420239006777893,0.27443569702487625,-0.5138998682476943,,0.1188935579104252,0.006452109991380252,0.16992295717613148,0.04975396651362596
earnings25,all,ticker_disjoint,v,7,ridge_emotion2vec_audio_pastvol,test,95,0.3258718121041783,0.44302932369287834,0.4770822119579802,0.35021493335259907,,0.00029463842929289106,0.9278490898132602,0.04597477398447019,0.36828449821520054
earnings25,all,ticker_disjoint,v,7,ridge_emotion2vec_audio_pastvol,val,47,0.28105216029253666,0.43553089868373335,0.3637704203060118,-0.3987483530961792,,0.008164505565770218,0.0204305358909426,0.34447472397069545,0.046495631061115386
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_audio,test,95,0.3824199764402103,0.4891171577843038,0.3863408838833039,0.1345013184987176,,0.0030675476602250703,0.03892018851843489,0.5315426786036365,0.37756135745929753
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_audio,val,47,0.32100111567884165,0.43846837261121363,0.2733362921065082,-0.48781291172595515,,0.11556169819942365,0.006670789792928649,0.15718652119360918,0.03747298180720161
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_audio_pastvol,test,95,0.3805299951961821,0.48815297988848444,0.3893736862763265,0.15659429975074957,,0.0027095120678880566,0.04245781359840186,0.49785197157573474,0.40962146651379716
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_audio_pastvol,val,47,0.31794464653610727,0.4365733354589468,0.2802553496793283,-0.4755599472990777,,0.1031878964120003,0.006959474744449188,0.1659267352776864,0.03939989594996995
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_egemaps_audio,test,95,0.3831924225942631,0.4896825519773627,0.38510136018332297,0.13542607376368168,,0.0031445285013140573,0.04014960449140027,0.5480367757518133,0.3740948356892361
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_egemaps_audio,val,47,0.3232708028134525,0.4399327029425254,0.2681983060110188,-0.497957839262187,,0.12351477284176954,0.005720104200040901,0.1489627715680196,0.034890209455213234
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_egemaps_audio_pastvol,test,95,0.381242192916353,0.4886617129217375,0.38823084162807175,0.15824152006646677,,0.002775313485384091,0.04390295319003938,0.5131626368458742,0.4062675797616054
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_egemaps_audio_pastvol,val,47,0.32013349388565193,0.43803289709929527,0.27530036400063584,-0.4928194993412384,,0.11030462396235695,0.005954373498582513,0.15753422601137607,0.03673517488505478
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_text_audio_pastvol,test,95,0.3623780183050952,0.47721337230892746,0.41850167848647357,0.27718816602246865,,0.0022882515148953666,0.14713179583141156,0.24192935854751682,0.6394228207301433
earnings25,all,ticker_disjoint,v,7,ridge_wavlm_text_audio_pastvol,val,47,0.2698373599309092,0.3985012909499565,0.3891578349161806,-0.2847826086956522,,0.009392364655331173,0.0777957096127143,0.4607971335602746,0.12248327479884416
earnings25,all,ticker_disjoint,v,15,mlp_egemaps_audio,test,95,1.1015463045152416,0.8438102677482279,-3.802723808764787,-0.16392009536538668,0.24023765677423536,1.067973685778932e-07,3.061228681346286e-08,4.474362284806655e-08,4.9049325405228595e-08
earnings25,all,ticker_disjoint,v,15,mlp_egemaps_audio,val,47,0.9466786807120607,0.8020977842985283,-3.555585229291907,0.4978260869565217,0.24023765677423536,0.00023945982588480957,7.917874400622244e-05,8.678395850361446e-05,3.6958584647546393e-05
earnings25,all,ticker_disjoint,v,15,mlp_egemaps_audio_pastvol,test,95,1.0203494171259981,0.790228898802836,-3.448706712376337,-0.06476899180002167,0.2565654988679728,3.200167011647481e-07,1.4220979727513942e-07,2.2927466967916463e-07,2.37693762667525e-07
earnings25,all,ticker_disjoint,v,15,mlp_egemaps_audio_pastvol,val,47,0.8356552804910835,0.7405438099853182,-3.021320993223953,0.5273386034255599,0.2565654988679728,0.0004510171658872194,0.0001299812078471177,0.0001437525631821737,6.947499213061455e-05
earnings25,all,ticker_disjoint,v,15,mlp_emotion2vec_audio,test,95,2.83143487710251,1.2914049482383263,-11.345009593774243,-0.25213307806234875,0.44360513269104385,1.5910551376316554e-05,1.2494984522397038e-05,1.3103877244867175e-05,1.3015015945307566e-05
earnings25,all,ticker_disjoint,v,15,mlp_emotion2vec_audio,val,47,3.1017118736067424,1.3633124102374048,-13.925986065614147,-0.4388669301712779,0.44360513269104385,0.00034316257204455093,0.0002771964064711258,0.0002751044830958717,0.0002777820456920348
earnings25,all,ticker_disjoint,v,15,mlp_emotion2vec_audio_pastvol,test,95,3.557600684813768,1.424603571417399,-14.511080597335505,-0.30287902322725135,0.5704012259587194,8.754445550699761e-07,8.317028111091707e-07,9.23141026538632e-07,9.01574379049187e-07
earnings25,all,ticker_disjoint,v,15,mlp_emotion2vec_audio_pastvol,val,47,3.337157148301476,1.4376118263869146,-15.05899036534036,-0.3835309617918313,0.5704012259587194,7.907282047684633e-05,6.127545462941461e-05,6.092384407986425e-05,5.6906042124220304e-05
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_audio,test,95,1.150152521346481,0.7757439854088947,-4.014646116408593,0.07716649207094607,0.3198044499476161,0.00017494363005794315,0.00010587597690988911,0.00012247845581676641,0.00010576821192662143
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_audio,val,47,1.4241066721003703,0.8682503152281668,-5.853053155772675,-0.5921607378129117,0.3198044499476161,0.010036618434750875,0.008004956457566093,0.00800404811538366,0.008141517801415466
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_audio_pastvol,test,95,1.2524255492070064,0.8576364870202956,-4.460554839343638,0.03055304699635155,0.27530239095417275,3.4536681930619175e-06,1.9843422058325545e-06,2.728760279309066e-06,1.6511087302513607e-06
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_audio_pastvol,val,47,1.1976241935705012,0.79487002663132,-4.763179416239387,0.5021739130434782,0.27530239095417275,0.009084592414340932,0.007342793293011432,0.007761359720517789,0.00759292634417139
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_egemaps_audio,test,95,1.3455810789865719,0.8576995389541854,-4.866711420284921,-0.04146226926272442,0.11970346129476811,3.9376545336484585e-06,2.312399534657772e-06,2.8135493086747905e-06,2.333769877266301e-06
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_egemaps_audio,val,47,1.5059466498584042,0.906036573016733,-6.246881601935261,0.4048748353096179,0.11970346129476811,0.003190295750993578,0.0024393891311488133,0.0024858334987937613,0.0022856818412041917
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_egemaps_audio_pastvol,test,95,1.1132185334255613,0.8447794515846843,-3.8536145352455176,-0.02496116750352202,0.3194206413413279,2.4982857726103473e-07,1.1315194169526897e-07,1.938013360375073e-07,1.7455940561956395e-07
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_egemaps_audio_pastvol,val,47,1.414394423088076,0.8610621130030571,-5.806316095939097,0.4830039525691699,0.3194206413413279,0.004589450784089892,0.00356712667908982,0.0035274091550325,0.0034453828673961574
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_text_audio_pastvol,test,95,0.6519782298135123,0.6491210336925413,-1.8426143815167682,-0.0038073908174692046,0.20421903367654096,0.00010727721246385708,9.581452907278594e-06,2.1777219704077653e-05,1.1937509037174321e-05
earnings25,all,ticker_disjoint,v,15,mlp_wavlm_text_audio_pastvol,val,47,0.6774397371197401,0.6753463779011268,-2.2599598185065197,-0.4117918313570487,0.20421903367654096,0.0005663265772043011,0.00016609163242859573,0.00013810533675334406,0.00014773797816074955
earnings25,all,ticker_disjoint,v,15,ridge_egemaps_audio,test,95,0.2462351701216504,0.4046619651253231,-0.07358130044195055,0.045464725643896975,,0.6258373351527814,0.006782384327766852,0.15993921060692814,0.021570383418534168
earnings25,all,ticker_disjoint,v,15,ridge_egemaps_audio,val,47,0.25764700845494626,0.40904218883607596,-0.23984296890023638,0.47826086956521735,,0.3078152886402672,0.0030999831572422944,0.05191628477413087,0.01581729068917419
earnings25,all,ticker_disjoint,v,15,ridge_egemaps_audio_pastvol,test,95,0.20399226102575652,0.3613885777311728,0.11059708991234163,0.3736516995990319,,0.38312436390396615,0.3014933218748141,0.9494283369362058,0.6958116055371888
earnings25,all,ticker_disjoint,v,15,ridge_egemaps_audio_pastvol,val,47,0.19879427782462938,0.36260392743970316,0.043366778847863774,-0.339064558629776,,0.8070223862060889,0.041982745749657324,0.33972282044863894,0.15867238172769077
earnings25,all,ticker_disjoint,v,15,ridge_emotion2vec_audio,test,95,0.23505011940519482,0.3924567517149371,-0.02481466289074663,0.24880973882888416,,0.8706289975105279,0.02411972784288436,0.32442854869136273,0.06341295737937211
earnings25,all,ticker_disjoint,v,15,ridge_emotion2vec_audio,val,47,0.26282994440607166,0.4125828096129617,-0.2647841732860299,-0.5067852437417655,,0.2635894456133156,0.003534107309511459,0.04556495251004673,0.012374654307839324
earnings25,all,ticker_disjoint,v,15,ridge_emotion2vec_audio_pastvol,test,95,0.18690266603572384,0.3396582964295758,0.18510744358911857,0.40684174403063256,,0.1403569996737018,0.7925685099993557,0.4628478448854874,0.7225151376841286
earnings25,all,ticker_disjoint,v,15,ridge_emotion2vec_audio_pastvol,val,47,0.17386744655534944,0.33502784057645746,0.1633190991620489,-0.3188405797101449,,0.2483083738649248,0.594071795280897,0.8066173590209921,0.5659610645742552
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_audio,test,95,0.2400141405036528,0.39874370527281505,-0.04645771340896032,0.17480041902972945,,0.7614591208067986,0.015236802925006612,0.23585645524566715,0.04126817461596242
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_audio,val,47,0.2616024614742909,0.40842075639062286,-0.25887730834108136,-0.44295125164690374,,0.27705552641464887,0.0036406404200380366,0.038861979602144985,0.010333408599191065
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_audio_pastvol,test,95,0.23674310407133603,0.39604384999873654,-0.032196048249329756,0.21184842683235197,,0.8301471557304835,0.018595713271198855,0.2755348970313141,0.053976006361123804
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_audio_pastvol,val,47,0.2560802521315583,0.4035789482674398,-0.2323034603952414,-0.4278656126482213,,0.31737921686776366,0.004243096892718787,0.04571253226829792,0.012259387816401303
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_egemaps_audio,test,95,0.2405585054402812,0.39875296087603757,-0.04883113559837304,0.1544847018025503,,0.7514019250253201,0.016002847827787534,0.23367246345493692,0.04342159583848347
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_egemaps_audio,val,47,0.2630959755578204,0.4098967074304564,-0.26606436223517416,-0.4563241106719367,,0.266746158604574,0.0033024499391668656,0.03673546309857083,0.009649244899171903
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_egemaps_audio_pastvol,test,95,0.23722595379892084,0.39600469579332614,-0.03430126513691922,0.19539067297619475,,0.8205458070567163,0.019598191024461475,0.27334564622287194,0.05666845423509543
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_egemaps_audio_pastvol,val,47,0.2574692203677006,0.40496064119906394,-0.2389874211830414,-0.4377470355731225,,0.3063309369485967,0.0038320683748358083,0.043291588762489876,0.01145520273278294
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_text_audio_pastvol,test,95,0.203999350471903,0.3665817527388033,0.11056618004349705,0.3723368132066612,,0.43494097055645486,0.3012739360481864,0.9488592676968932,0.32899101914898393
earnings25,all,ticker_disjoint,v,15,ridge_wavlm_text_audio_pastvol,val,47,0.19083857764801584,0.34511939032129124,0.08165101504297367,-0.236429512516469,,0.7042059561799723,0.4378403056008436,0.5148661621110362,0.11437464967351578
earnings25,all,ticker_disjoint,v,30,mlp_egemaps_audio,test,95,0.9389223934472886,0.7859040503720379,-7.57126824089319,-0.12510927283892642,0.2816085587230512,8.883635757208523e-09,8.856285230560527e-09,8.545828182245348e-09,1.4280385408748265e-08
earnings25,all,ticker_disjoint,v,30,mlp_egemaps_audio,val,47,0.8765881807770078,0.7634227383608335,-7.512684288140054,-0.4862977602108036,0.2816085587230512,7.738060607633801e-05,0.0001415862727017009,0.00011802736552915392,0.00012831502945562126
earnings25,all,ticker_disjoint,v,30,mlp_egemaps_audio_pastvol,test,95,0.835154179174871,0.710020269203568,-6.62398526456347,0.06888704258931473,0.26558726761743096,9.505206135102516e-08,1.3357712967129928e-07,1.1705190026056751e-07,1.9717043204272483e-07
earnings25,all,ticker_disjoint,v,30,mlp_egemaps_audio_pastvol,val,47,0.7696316319520553,0.6918777909840456,-6.474012591826738,-0.4231225296442687,0.26558726761743096,0.001087764042446451,0.00191223365274865,0.0017015619412549257,0.0020354489180528412
earnings25,all,ticker_disjoint,v,30,mlp_emotion2vec_audio,test,95,2.8317190578923874,1.268113165973405,-24.850297955863603,-0.22561861069970737,0.4324313090812743,1.9894269047683004e-05,1.941589435668186e-05,1.769053201422959e-05,1.923142014620758e-05
earnings25,all,ticker_disjoint,v,30,mlp_emotion2vec_audio,val,47,3.128551938468194,1.3691759810086943,-29.381854918031593,0.5274703557312252,0.4324313090812743,0.00010211360666672795,0.00010202914795039865,0.00010175385277235769,0.0001080069962720841
earnings25,all,ticker_disjoint,v,30,mlp_emotion2vec_audio_pastvol,test,95,3.4672032272967326,1.3967259536849124,-30.65152851210514,-0.18884513961637103,0.5241926591196049,1.4174815879006243e-06,1.4570713551923217e-06,1.3682422775578096e-06,1.5121848824163511e-06
earnings25,all,ticker_disjoint,v,30,mlp_emotion2vec_audio_pastvol,val,47,3.4070884530775847,1.4472039982151712,-32.0867663731312,0.608498023715415,0.5241926591196049,4.502495675797031e-05,4.359478762194714e-05,4.29834113483677e-05,4.2743385295438614e-05
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_audio,test,95,1.0729845629593944,0.7233424130769626,-8.795099756536834,0.0625871473467471,0.32806386855726066,0.0001454862022088452,0.00014363495736674855,0.000125409833781249,0.00014873925416625548
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_audio,val,47,1.5022184291233882,0.8529668342940439,-13.588277026069292,0.42384716732542815,0.32806386855726066,0.012976716456786731,0.013223081025260193,0.013384605975699905,0.013820870726520032
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_audio_pastvol,test,95,1.1221386750507665,0.794457799995383,-9.243819568545167,0.09150019867788896,0.2533919342719294,8.444367445775769e-06,8.5214029368534e-06,7.360938749080403e-06,8.095882025557424e-06
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_audio_pastvol,val,47,1.307552335141224,0.7899318756623459,-11.6978442823758,-0.45368906455862973,0.2533919342719294,0.0065326439297373595,0.0068267569340076896,0.006937201686481473,0.0073316834648535605
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_egemaps_audio,test,95,1.2601255477727547,0.8142381496397236,-10.503479054863028,-0.04456886898096305,0.11333484490876984,2.190628336577335e-06,2.1842920991520757e-06,2.02717882062968e-06,2.1681944632335378e-06
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_egemaps_audio,val,47,1.6816659354850068,0.9200956507836374,-15.33091969619566,-0.5983530961791831,0.11333484490876984,0.0043345655733111384,0.004966973415264919,0.0050194851577059175,0.005248761572743508
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_egemaps_audio_pastvol,test,95,0.9943479800285453,0.7953981624751666,-8.077239312956529,-0.006104829678864284,0.3071444805115539,1.6020193299075766e-08,1.6949572280655403e-08,1.4548708499812733e-08,1.9368786263394114e-08
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_egemaps_audio_pastvol,val,47,1.5533709272952745,0.87138231966846,-14.085026899083722,-0.48702239789196305,0.3071444805115539,0.006382052043116955,0.007308582492308677,0.007306644774946277,0.007741890878467929
earnings25,all,ticker_disjoint,v,30,mlp_wavlm_text_audio_pastvol,test,95,0.529343150611117,0.5719029467200952,-3.832286637353617,0.07264386085323123,0.1932366251332626,1.1481920056257305e-05,7.761872410841731e-06,6.798213279318589e-06,1.0756311171426627e-05
