dataset,stratum,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,seed_std,dm_p_vs_persistence,dm_p_vs_har,dm_p_vs_stage1,dm_p_vs_stage2
earnings25,64k,ticker_disjoint,v,3,ridge_egemaps_audio_pastvol,test,39,0.6927823094890889,0.6474797538330831,0.5285289639355518,0.1362348178137652,,0.004645067937705016,0.6611382561662924,0.1249102414159142,0.434969659925505
earnings25,64k,ticker_disjoint,v,3,ridge_egemaps_audio_pastvol,val,27,0.595335802175971,0.5994204665621363,0.31972334086050413,0.6003846153846153,,0.09380288101607849,0.5731871057803195,0.10373981372900945,0.9182235030365592
earnings25,64k,ticker_disjoint,v,3,ridge_emotion2vec_audio,test,39,0.715098669193489,0.6536752378671478,0.5133416286255903,0.1368421052631579,,0.003389930872166486,0.8021616347819628,0.10425146615337992,0.5478686467404287
earnings25,64k,ticker_disjoint,v,3,ridge_emotion2vec_audio,val,27,0.6767662715889597,0.6479560961361372,0.2266745984835843,0.5153846153846153,,0.2243195502461801,0.1756189697658287,0.01828928394880815,0.3926231550088648
earnings25,64k,ticker_disjoint,v,3,ridge_emotion2vec_audio_pastvol,test,39,0.7145093863611983,0.6530959232247442,0.513742663385961,0.14089068825910933,,0.003362853853286876,0.7945142012891231,0.10253421341046054,0.5430142880595967
earnings25,64k,ticker_disjoint,v,3,ridge_emotion2vec_audio_pastvol,val,27,0.6738934860867152,0.6465511941240634,0.22995726503370328,0.5357692307692307,,0.21678135003666632,0.18250412300401858,0.01899386965841203,0.40499452908477795
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_audio,test,39,0.7000835081950076,0.6483487362820141,0.5235601538616766,0.021052631578947368,,0.00525789262831425,0.7116405804546307,0.12512453720566932,0.45172489080777134
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_audio,val,27,0.693288617936193,0.6435932396280939,0.20779488969879456,-0.523076923076923,,0.28825312939861575,0.1160244596170606,0.010645920139174462,0.2978081826492352
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_audio_pastvol,test,39,0.699553425573984,0.6478376406917118,0.5239209000861552,0.03218623481781377,,0.0052180264512541145,0.7063264688354137,0.12353546372453472,0.44798738438251895
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_audio_pastvol,val,27,0.6907122179010613,0.6423157646248275,0.21073888332743285,-0.5169230769230768,,0.28043041247497835,0.1201223757349407,0.011004089076589415,0.30685725311553796
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio,test,39,0.6949266865415474,0.6466558730098193,0.5270696142137308,0.053036437246963566,,0.004968869546732434,0.6681547354650786,0.11964271712372268,0.41182870511692354
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio,val,27,0.6804574240626677,0.6375442290094513,0.22245680263792744,0.49192307692307685,,0.2480371565613928,0.1414637655746745,0.012450940218463134,0.3538461064307085
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio_pastvol,test,39,0.6944010183368972,0.6461538147604209,0.5274273562196654,0.05931174089068827,,0.0049310783550575825,0.6629207545655899,0.11814164511522243,0.4083413989395732
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_egemaps_audio_pastvol,val,27,0.6779019918056735,0.636298170538196,0.22537683686414312,0.5026923076923077,,0.24085292141748735,0.14645704744138294,0.012874241956846508,0.36431338225276333
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_text_audio_pastvol,test,39,0.6731630138724117,0.6457980290391584,0.541880819929206,0.21437246963562756,,0.004434556964804404,0.5183967914247944,0.11442083986913298,0.14007609081409636
earnings25,64k,ticker_disjoint,v,3,ridge_wavlm_text_audio_pastvol,val,27,0.6528857932825834,0.6178102967818283,0.2539622770366592,-0.4265384615384615,,0.19667209439747105,0.2344544930800913,0.023380609041520495,0.30792927820370863
earnings25,64k,ticker_disjoint,v,7,mlp_egemaps_audio,test,39,1.5817747234006032,1.0105779445832443,-1.8565436591345668,-0.1876518218623482,0.29771184711183246,0.006104675227421359,5.336761609844003e-05,5.025990840385076e-05,0.0002196385482589109
earnings25,64k,ticker_disjoint,v,7,mlp_egemaps_audio,val,27,3.232110147304389,1.1429994327923891,-7.158405154827397,0.4784615384615384,0.29771184711183246,0.10170272254687888,0.08143185621664624,0.07755440949257664,0.0804432976555277
earnings25,64k,ticker_disjoint,v,7,mlp_egemaps_audio_pastvol,test,39,1.6971541110928017,1.1039047696090813,-2.06490851250535,-0.11862348178137654,0.6862010014356404,0.000957587111252888,3.939827498578774e-06,3.1140855988862057e-06,2.8131531568153266e-05
earnings25,64k,ticker_disjoint,v,7,mlp_egemaps_audio_pastvol,val,27,2.9051999623064146,1.07334826148843,-6.3332272936467024,0.5265384615384615,0.6862010014356404,0.1101100816341366,0.08646568515983753,0.08202674943624946,0.08533345494962813
