dataset,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,seed_std,dm_p_vs_persistence,dm_p_vs_har,dm_p_vs_stage1
fincall,combined,dv,7,ridge_pastvol,test,92,0.27026873307727667,0.4136885908412188,0.18519752990447003,0.4438834154351396,,0.08077149874870543,0.1837860270122586,0.012417457533449604
fincall,combined,dv,7,ridge_pastvol,val,21,0.27590717778744006,0.41189456598812935,0.4546078381110006,0.6571428571428571,,0.04747712767953149,0.8048676259439197,0.4010332134399538
fincall,combined,dv,7,ridge_text,test,92,0.3396896122297701,0.48425025400159244,-0.024091584546966915,0.1317793723660063,,0.7156185752709175,0.014234350118775729,0.9544389246233087
fincall,combined,dv,7,ridge_text,val,21,0.5448777001395405,0.5163318944547834,-0.07707247497980085,-0.2270676691729323,,0.36931653057574937,0.10123863311782634,0.1753733306729591
fincall,combined,dv,7,ridge_text_pastvol,test,92,0.3209897505648715,0.464503300816402,0.032284501955971545,0.2710127245090414,,0.7572624731255552,0.03653309097691196,0.7048022482189137
fincall,combined,dv,7,ridge_text_pastvol,val,21,0.45370411937448224,0.4717078603359129,0.10315247139301542,0.15488721804511277,,0.5082056920563329,0.22295139795167238,0.36471364850047866
fincall,combined,dv,15,mlp_pastvol,test,92,0.16368663946305104,0.3233861147008734,0.10046010448692122,0.41096338716974995,0.003455129683936152,0.3698440899081261,0.5216328683484887,0.00017028636058227442
fincall,combined,dv,15,mlp_pastvol,val,21,0.12266933558039658,0.27031838836003413,0.5359549250986355,0.5699248120300752,0.003455129683936152,0.020015776688329493,0.32989260765030715,0.009210826920420294
fincall,combined,dv,15,mlp_text,test,92,0.27209212912533093,0.4018065634355206,-0.49528224298709755,0.1129142582622886,0.0629607198102594,0.012088022230603901,0.002184658117083099,0.6554755124734668
fincall,combined,dv,15,mlp_text,val,21,0.31810360994096454,0.47145873917552883,-0.2033521890619836,0.24360902255639094,0.0629607198102594,0.33665673132831,0.019371695220404845,0.1906634427085489
fincall,combined,dv,15,mlp_text_pastvol,test,92,0.27022812999584006,0.3997438413814408,-0.4850386361314678,0.1582001403102076,0.056091730925802157,0.04201685749243035,0.005743374144520196,0.704861535267547
fincall,combined,dv,15,mlp_text_pastvol,val,21,0.19644631538482868,0.3508472272479912,0.25686444207481396,0.3413533834586466,0.056091730925802157,0.16885713318407047,0.13334246679405384,0.9011151158783647
fincall,combined,dv,15,ridge_pastvol,test,92,0.16680430162241147,0.3262429103645502,0.08332699269309507,0.3951171031025841,,0.4266768591536361,0.2033494050741343,0.0005839576247980617
fincall,combined,dv,15,ridge_pastvol,val,21,0.12995120054462558,0.2802856554193215,0.5084084029237224,0.5413533834586466,,0.017064806887841157,0.40155377919193574,0.02302316284934983
fincall,combined,dv,15,ridge_text,test,92,0.1937760692548857,0.3417088484473918,-0.06489635111497183,0.13409893903114786,,0.383580167974991,0.09010226124733432,0.056241392087954006
fincall,combined,dv,15,ridge_text,val,21,0.263647845715088,0.39915246372835195,0.0026481864144629608,0.1263157894736842,,0.967748936670566,0.03170947069176102,0.3250056672916441
fincall,combined,dv,15,ridge_text_pastvol,test,92,0.30957342343402516,0.44089319604708044,-0.7012606886118455,0.2003134103005994,,0.0015216231938625581,0.00010598377342376033,0.17465151403900006
fincall,combined,dv,15,ridge_text_pastvol,val,21,0.21241218554505417,0.3929312980428817,0.19646725006824628,0.35939849624060144,,0.4888803977156464,0.10810611532924443,0.8285775588290033
fincall,combined,dv,30,mlp_pastvol,test,92,0.14407479520336827,0.30751638365188466,-0.34555235469967904,0.303159775707016,0.00611099357365389,0.08138053691095827,0.06539737121417424,0.008403031561779323
fincall,combined,dv,30,mlp_pastvol,val,21,0.0959230189899951,0.22409547106576713,-0.4147358640002583,0.4015037593984962,0.00611099357365389,0.43992437434999604,0.8470851981884469,0.05265403286617663
fincall,combined,dv,30,mlp_text,test,92,0.2811327499856599,0.40373213253144835,-1.6255725936826266,0.042881671724951324,0.0632516724927779,3.066604531771229e-05,0.0006202969545838367,0.08722284490851875
