dataset,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,seed_std,dm_p_vs_persistence,dm_p_vs_har,dm_p_vs_stage1
fincall,combined,har_resid,7,mlp_text,val,21,0.3135603707733921,0.443085385574354,-0.18506960886628754,0.45112781954887216,0.06982390326831432,0.22171428381949526,0.22171428381949526,0.8512740111768833
fincall,combined,har_resid,7,mlp_text_pastvol,test,92,0.34298588608734093,0.4750401763271079,-0.3462324969249799,0.00798103270346251,0.06240067978247061,0.02325993055261112,0.02325993055261112,0.7699447468869937
fincall,combined,har_resid,7,mlp_text_pastvol,val,21,0.342343840572727,0.4349764764235581,-0.2938538127271886,0.27669172932330827,0.06240067978247061,0.2205175356725066,0.2205175356725066,0.8961225317105019
fincall,combined,har_resid,7,ridge_pastvol,test,92,0.24699178197524957,0.4016356482579675,0.030547970467164842,0.25897769271047805,,0.0876491773080365,0.0876491773080365,0.0013410937444503295
fincall,combined,har_resid,7,ridge_pastvol,val,21,0.26450519921628296,0.3921137468968605,0.00032943510940952603,-0.10977443609022557,,0.988020760878728,0.988020760878728,0.393224790469416
fincall,combined,har_resid,7,ridge_text,test,92,0.26165158157128054,0.4056651343301717,-0.02699229406010195,0.09859956686848968,,0.5896144234607932,0.5896144234607932,0.012529109581175825
fincall,combined,har_resid,7,ridge_text,val,21,0.26769504438379554,0.3845182920665997,-0.01172626107338437,0.16992481203007515,,0.935294731473703,0.935294731473703,0.34946929343101196
fincall,combined,har_resid,7,ridge_text_pastvol,test,92,0.26155857600452,0.40554048304892903,-0.02662724371416414,0.09691889459958211,,0.5942969846452735,0.5942969846452735,0.012366981372459286
fincall,combined,har_resid,7,ridge_text_pastvol,val,21,0.26730683699393887,0.38441728589977814,-0.010259070629254685,0.16992481203007515,,0.9431557366626013,0.9431557366626013,0.3466303311565996
fincall,combined,har_resid,15,mlp_pastvol,test,92,0.15362373763410955,0.3142089187123361,0.03174808333875834,0.10081555308148668,0.005455352218048606,0.4252377897582356,0.4252377897582356,4.786010295946312e-05
fincall,combined,har_resid,15,mlp_pastvol,val,21,0.13336332661646505,0.29086097456339594,0.0465340631500375,0.060150375939849614,0.005455352218048606,0.5716488951266998,0.5716488951266998,0.042209864642864234
fincall,combined,har_resid,15,mlp_text,test,92,0.2644000999855409,0.37731486682241355,-0.6664475654547684,-0.011615753379391686,0.07534158530705477,0.03896944474619829,0.03896944474619829,0.7972655032436989
fincall,combined,har_resid,15,mlp_text,val,21,0.24253928217309362,0.41649676179705364,-0.7340070150254905,0.4646616541353384,0.07534158530705477,0.10356382026419823,0.10356382026419823,0.7073321218218506
fincall,combined,har_resid,15,mlp_text_pastvol,test,92,0.2586643385407271,0.39592151766722106,-0.6302964985820174,-0.06619744086382284,0.04455444691967042,0.00696262207129495,0.00696262207129495,0.8302461232888289
fincall,combined,har_resid,15,mlp_text_pastvol,val,21,0.21255914126908648,0.3643089025854275,-0.519667407135086,0.3578947368421052,0.04455444691967042,0.0717763577143542,0.0717763577143542,0.967525683522371
fincall,combined,har_resid,15,ridge_pastvol,test,92,0.15230220481333984,0.31269892103012575,0.04007737350151053,0.15359926184629932,,0.12463421095993463,0.12463421095993463,9.210992335892268e-05
fincall,combined,har_resid,15,ridge_pastvol,val,21,0.13924423431111868,0.29775947605781367,0.004489182395549851,0.18496240601503755,,0.8592522050703013,0.8592522050703013,0.08478735474599114
fincall,combined,har_resid,15,ridge_text,test,92,0.1635488388139454,0.31883876886967305,-0.030807341938819954,0.09562636306791321,,0.6449580477623363,0.6449580477623363,0.001066112727430127
fincall,combined,har_resid,15,ridge_text,val,21,0.14231220926643767,0.2881048594819958,-0.017444955640898208,0.2571428571428572,,0.8572112926665076,0.8572112926665076,0.10637027412175523
fincall,combined,har_resid,15,ridge_text_pastvol,test,92,0.16356085211212842,0.318831034279706,-0.03088305874645836,0.09632549934674414,,0.6436384536527878,0.6436384536527878,0.0010603209439963772
fincall,combined,har_resid,15,ridge_text_pastvol,val,21,0.14180919856672144,0.2878173077811507,-0.01384873784835805,0.26917293233082706,,0.8857389681669008,0.8857389681669008,0.10428415677597228
fincall,combined,har_resid,30,mlp_pastvol,test,92,0.14593085878375014,0.3103162699367213,-0.144668175152872,-0.06320441062087268,0.00504676047263278,0.0308282973318197,0.0308282973318197,0.007183056939558164
fincall,combined,har_resid,30,mlp_pastvol,val,21,0.11169860464690898,0.26046964967242686,-0.2116590770736555,-0.06616541353383458,0.00504676047263278,0.21440713833313943,0.21440713833313943,0.2570500853986002
fincall,combined,har_resid,30,mlp_text,test,92,0.24683410838140782,0.37305197611022634,-0.9361439435172729,0.00925691510724072,0.082310323620433,0.01110090222449666,0.01110090222449666,0.37357751183000915
fincall,combined,har_resid,30,mlp_text,val,21,0.12864127221840974,0.29104115301460737,-0.39544594726548876,0.2857142857142857,0.082310323620433,0.38099628330028346,0.38099628330028346,0.828742194091831
fincall,combined,har_resid,30,mlp_text_pastvol,test,92,0.2655301393002635,0.3954593642143642,-1.0827938828985055,-0.08195374338483126,0.04423189734244018,0.002980102419216595,0.002980102419216595,0.21715394760015413
fincall,combined,har_resid,30,mlp_text_pastvol,val,21,0.15396272801518054,0.2914841462383627,-0.6701223575739474,0.16842105263157892,0.04423189734244018,0.12886566842566038,0.12886566842566038,0.7830141487347901
fincall,combined,har_resid,30,ridge_pastvol,test,92,0.12709831702074045,0.29581025237894926,0.003052542678982695,0.12035031798563348,,0.021099485158670023,0.021099485158670023,0.0007881007944166037
fincall,combined,har_resid,30,ridge_pastvol,val,21,0.0919419035106898,0.24446372786102935,0.0026532354248142154,0.193984962406015,,0.06924378122674858,0.06924378122674858,0.160449273681889
fincall,combined,har_resid,30,ridge_text,test,92,0.1296969963038908,0.2813087014052392,-0.017331257551092882,0.03856281169455078,,0.8499868975515138,0.8499868975515138,0.0034315223185538953
fincall,combined,har_resid,30,ridge_text,val,21,0.08788311373156078,0.224060580765753,0.04668126507980719,0.22857142857142856,,0.7086774709595587,0.7086774709595587,0.12533068724138408
fincall,combined,har_resid,30,ridge_text_pastvol,test,92,0.13027134243627553,0.2820243835310306,-0.021836375555209786,0.03086799147971349,,0.8117988515051038,0.8117988515051038,0.0037017133447859183
fincall,combined,har_resid,30,ridge_text_pastvol,val,21,0.08825913323779301,0.22413025902387293,0.04260236499575276,0.23157894736842105,,0.7333090582932651,0.7333090582932651,0.1283682037483403
fincall,combined,v,3,mlp_pastvol,test,92,0.6824571938172879,0.6390050244580258,0.3627594759957886,0.470494186785422,0.004309273054439277,0.001503053170469003,0.611783730250737,0.019619704360367893
fincall,combined,v,3,mlp_pastvol,val,21,0.4573944990473608,0.5841717958108026,0.5710632545054215,-0.3578947368421052,0.004309273054439277,0.04818011189597195,0.13874797522937402,0.23764830101544876
fincall,combined,v,3,mlp_text,test,92,1.8060183174287483,1.0397600608685063,-0.6863593341615768,-0.23009806463420213,0.18639730397284027,0.019885988013847826,5.650401556172337e-05,0.0012599901823953335
fincall,combined,v,3,mlp_text,val,21,0.874385890004409,0.7461114427648324,0.18001585339128323,0.33533834586466166,0.18639730397284027,0.6805307608100176,0.12283170383581017,0.36069761523708
fincall,combined,v,3,mlp_text_pastvol,test,92,1.7906156001917406,1.0809470715208795,-0.671977134527489,-0.23294481131835676,0.26808082993494825,0.009491604150685198,5.782518883910622e-06,0.00036302846832113154
fincall,combined,v,3,mlp_text_pastvol,val,21,1.162462444761779,0.8592856214407044,-0.09013741716241963,0.35639097744360904,0.26808082993494825,0.8524195685904861,0.043215150970632145,0.13468650512966596
fincall,combined,v,3,ridge_pastvol,test,92,0.806035828644694,0.6835274604106857,0.24736862844290208,0.24153868443929297,,0.048639633676508226,0.006596917231444278,0.5267583828809264
fincall,combined,v,3,ridge_pastvol,val,21,0.2921112560874855,0.45168202509140326,0.7260630554817287,-0.019548872180451125,,0.013569222749190134,0.1817234078611826,0.018523693829907272
fincall,combined,v,3,ridge_text,test,92,0.8401413162719009,0.7027179411374023,0.21552282330834727,0.09585207948878281,,0.10673037392201931,0.01347503397114142,0.8168227954868506
fincall,combined,v,3,ridge_text,val,21,0.3065239089120882,0.4666400557018139,0.7125471159385026,0.2120300751879699,,0.012742469749779342,0.2851996882437832,0.011510272163858623
fincall,combined,v,3,ridge_text_pastvol,test,92,0.8313803131698967,0.6992397138449268,0.2237033601363001,0.11140922793799915,,0.09059875549171918,0.01570749296052372,0.7463482508127769
fincall,combined,v,3,ridge_text_pastvol,val,21,0.31109570882403303,0.4720354093321665,0.708259760101547,0.24360902255639094,,0.013214049265577411,0.3022879883000141,0.012124348351543163
fincall,combined,v,7,mlp_pastvol,test,92,0.25486987245499204,0.4089979847199858,0.23162180373309216,0.5247653870985781,0.0031924136810785896,0.03457802388471132,0.9934346366371266,0.0015496460447294736
fincall,combined,v,7,mlp_pastvol,val,21,0.22848450521104682,0.3866395232177237,0.5483493425053478,0.11879699248120301,0.0031924136810785896,0.05154305108122719,0.25360777527873785,0.1522427436592179
fincall,combined,v,7,mlp_text,test,92,1.154942900445189,0.8636643413768023,-2.481906017715212,-0.21831937856812417,0.2238835159695589,0.0001417240813897557,1.1872045922448714e-05,8.595939067926248e-05
fincall,combined,v,7,mlp_text,val,21,0.48486689785999665,0.5609479423810733,0.041552279382873425,0.44060150375939844,0.2238835159695589,0.9183099037288059,0.09872273286250634,0.3667949063325895
fincall,combined,v,7,mlp_text_pastvol,test,92,1.043763097577811,0.8341672713895605,-2.1467226727177273,-0.1988306211776907,0.15086465095927,0.0002165919263057642,1.9243688110982764e-05,0.0001420570949136306
fincall,combined,v,7,mlp_text_pastvol,val,21,0.6028511709731903,0.6028586261227723,-0.19166998869338725,0.40751879699248117,0.15086465095927,0.5956835224206307,0.04658485986121672,0.14620525577555088
fincall,combined,v,7,ridge_pastvol,test,92,0.29735196156774724,0.4354721501823649,0.10354738406282205,0.4081510825745907,,0.4030644893660691,0.007383160986546011,0.16875428729548098
fincall,combined,v,7,ridge_pastvol,val,21,0.26813630617632905,0.41171139367845655,0.4699687015061921,0.16691729323308271,,0.07234293847958369,0.9404126392088231,0.40330510915134776
fincall,combined,v,7,ridge_text,test,92,0.3569198755499831,0.47094075286485315,-0.07603714611398593,0.12667279252898983,,0.6528673187523953,0.004566085983241184,0.6738924092175275
fincall,combined,v,7,ridge_text,val,21,0.23055554109711712,0.3443843977052933,0.5442554775022279,0.30075187969924805,,0.036072230397861386,0.6154553994147961,0.20794698754445118
fincall,combined,v,7,ridge_text_pastvol,test,92,0.3463563869869413,0.46389167088726285,-0.044190485658700096,0.19301778787740143,,0.7845575136868272,0.005754410236148184,0.8503073959322173
fincall,combined,v,7,ridge_text_pastvol,val,21,0.23335752803507634,0.3461134403429701,0.5387167244841544,0.30225563909774433,,0.03236045676509246,0.6518795147107203,0.21288004582253983
fincall,combined,v,15,mlp_pastvol,test,92,0.15330724026151116,0.3151815007425239,0.1575000907916635,0.6400400087439695,0.0019658640482684117,0.16029913541047228,0.4749841412831425,4.488917900224632e-05
fincall,combined,v,15,mlp_pastvol,val,21,0.11816586933021885,0.26669869961477133,0.552991059870963,0.5518796992481202,0.0019658640482684117,0.014037907175909203,0.1107388596580928,0.008100049345935485
fincall,combined,v,15,mlp_text,test,92,1.032460016460776,0.8096818365540647,-4.673883820787965,-0.2872482931466598,0.20567541656015645,3.101187713696835e-05,1.0611627591690783e-05,8.444676254218429e-05
fincall,combined,v,15,mlp_text,val,21,0.5107889010496552,0.5880493230103327,-0.9322601913909103,0.39097744360902253,0.20567541656015645,0.18452860293445708,0.034174198322017596,0.1047441273349603
fincall,combined,v,15,mlp_text_pastvol,test,92,0.9578035410030318,0.7987561586847406,-4.263609174348093,-0.24866260478783164,0.1786702788551104,3.612374344426711e-05,1.5305056086650556e-05,0.00011336373801557077
fincall,combined,v,15,mlp_text_pastvol,val,21,0.6322950573621523,0.6110622473774926,-1.3919050825956538,0.28120300751879695,0.1786702788551104,0.06435729554411612,0.01127621529559292,0.03557174156554212
fincall,combined,v,15,ridge_pastvol,test,92,0.17063429698516844,0.33238252547372554,0.062279253917764676,0.49941079880227957,,0.5739456129114298,0.05432595511365168,0.0016730110510456719
fincall,combined,v,15,ridge_pastvol,val,21,0.1294652585019659,0.2810900846159102,0.5102466700873685,0.4541353383458646,,0.022941331076337914,0.4328481223687524,0.01794660156003322
fincall,combined,v,15,ridge_text,test,92,0.24457457133356825,0.3994259322649169,-0.3440595094642138,0.11764642336063283,,0.12297984349428151,0.0023911718164275303,0.9506615854266806
fincall,combined,v,15,ridge_text,val,21,0.10744020915504683,0.23138419354850306,0.593565093763013,0.437593984962406,,0.034690438921712474,0.19559551775555153,0.013122991867058481
fincall,combined,v,15,ridge_text_pastvol,test,92,0.234274439068413,0.3910719348464775,-0.2874551345930436,0.18116106696762194,,0.1691219756231635,0.0030255975061857523,0.7170717061844735
fincall,combined,v,15,ridge_text_pastvol,val,21,0.1076347662059226,0.2322655063502564,0.5928291050921763,0.4466165413533834,,0.03327564845576357,0.19326536122815688,0.010905541230505718
fincall,combined,v,30,mlp_pastvol,test,92,0.15003939589254242,0.3112388861259925,-0.4012573271817357,0.3880962548358726,0.002962712286992188,0.05180913686055686,0.040054747788371606,0.023559629518187183
fincall,combined,v,30,mlp_pastvol,val,21,0.09800246026550907,0.22574414110159083,-0.445404833560723,0.12481203007518797,0.002962712286992188,0.4166152874264546,0.7840402714734752,0.0853085758369934
fincall,combined,v,30,mlp_text,test,92,0.9917192011200074,0.7939854007162086,-8.26192610153864,-0.2849603725337685,0.194316844005354,5.280090915147022e-06,6.3024266047713365e-06,3.302005168994828e-05
fincall,combined,v,30,mlp_text,val,21,0.3830032127615817,0.5235839863167202,-4.6487836478295845,0.3443609022556391,0.194316844005354,0.006951506134706428,0.011180256148980139,0.054621817451202224
fincall,combined,v,30,mlp_text_pastvol,test,92,0.9642336252507266,0.7821013633794015,-8.005231089208523,-0.2630525349885871,0.2064700450623446,6.74584652246634e-06,8.9419647909095e-06,4.4236870573490265e-05
fincall,combined,v,30,mlp_text_pastvol,val,21,0.4565033843960548,0.5409349372284654,-5.732812590166242,0.15939849624060148,0.2064700450623446,0.0033902610124369676,0.003859925376954597,0.016418964357107477
fincall,combined,v,30,ridge_pastvol,test,92,0.1394234531152744,0.3078086130702056,-0.30211224923005764,0.6769590050176151,,0.09971169559099584,0.080744714728998,0.008424841770577094
fincall,combined,v,30,ridge_pastvol,val,21,0.09235634996725113,0.22804408600472087,-0.3621322800573785,0.4661654135338345,,0.433936458923113,0.9893502489284766,0.1859458234905834
fincall,combined,v,30,ridge_text,test,92,0.22772855305335385,0.36517082894277075,-1.126816771530121,0.13830786398043793,,0.002004243804732229,0.003657371506780672,0.5025959177512234
fincall,combined,v,30,ridge_text,val,21,0.11640436548328115,0.2345110812904933,-0.7168082521732149,0.38646616541353385,,0.2730727929773236,0.4373473618570804,0.3719975232994626
fincall,combined,v,30,ridge_text_pastvol,test,92,0.2059321645784044,0.3500451742775517,-0.9232545745822156,0.1995028138297061,,0.0025161164927218196,0.005864828109408411,0.8708208342110728
fincall,combined,v,30,ridge_text_pastvol,val,21,0.11190705178500673,0.22508984153230516,-0.6504789075841746,0.29473684210526313,,0.33765263570376775,0.5513003977191522,0.2581525574767064
fincall,temporal,dv,3,mlp_pastvol,test,481,0.7165696423405477,0.6271053540627956,0.3897846101756477,0.6733820102645516,0.11913472380796426,1.9630882439990827e-05,0.3121099911198519,0.6032014144006523
fincall,temporal,dv,3,mlp_pastvol,val,228,0.49146934902444583,0.5691805205043792,0.614712794423911,0.6464456856804943,0.11913472380796426,1.7883569533767303e-06,0.023595039358786755,0.00908020974480404
fincall,temporal,dv,3,mlp_text,test,481,1.3015204793599349,0.8802614631111695,-0.10834701855755635,0.16183858857285685,0.09578898102460941,0.020229812678182753,4.0052915179173374e-16,2.7857050461967205e-10
fincall,temporal,dv,3,mlp_text,val,228,1.4240344940229124,0.9366455462375636,-0.11637128934923058,-0.23761800423465843,0.09578898102460941,0.10279456119175878,8.832326505415573e-07,4.385786160558125e-06
fincall,temporal,dv,3,mlp_text_pastvol,test,481,2.5667687526178637,0.7489317675868618,-1.1858054017634552,0.5582810337333213,0.40076038726175944,0.42590870451311186,0.26864012547829214,0.3037066447752986
fincall,temporal,dv,3,mlp_text_pastvol,val,228,0.749972536667361,0.704391396371665,0.412059320718685,0.3843909986820715,0.40076038726175944,2.6291267980028057e-05,8.363501765458804e-06,0.020292069060319905
fincall,temporal,dv,3,ridge_pastvol,test,481,0.6873777614967601,0.6381630174953988,0.41464379188841716,0.647370513759251,,1.1223996175025797e-12,6.783746630180886e-05,0.014567527094804437
fincall,temporal,dv,3,ridge_pastvol,val,228,0.5200011959759337,0.5810203382244802,0.5923452640709315,0.6280325617534919,,4.028288079234883e-06,0.00044929467940030157,0.05617494271352684
fincall,temporal,dv,3,ridge_text,test,481,1.1410121278059215,0.8268353110593711,0.02833846255447825,0.19005300891531632,,0.19398717969575263,5.4929035351168156e-14,1.215970901357165e-07
fincall,temporal,dv,3,ridge_text,val,228,1.2716399022671452,0.873444496541338,0.003098391759138841,-0.19592172851737744,,0.9192065122917648,3.0199371552926375e-06,2.3967592491310496e-05
fincall,temporal,dv,3,ridge_text_pastvol,test,481,3.1453086782301303,0.790128871316126,-1.6784776353837887,0.5405995700630172,,0.38593635887552424,0.2689928865599702,0.2957362871995242
fincall,temporal,dv,3,ridge_text_pastvol,val,228,0.8056110627488038,0.7186917862612099,0.36844151977373696,0.2696894794794269,,1.792187376747023e-05,2.4182115535389676e-05,0.008980074432125118
fincall,temporal,dv,7,mlp_pastvol,test,481,0.8441851311723594,0.4440386602244996,-1.0165124431899573,0.6257228294409288,0.03470501824117375,0.4622282878134356,0.3049229253549909,0.36060720388806544
fincall,temporal,dv,7,mlp_pastvol,val,228,0.2098560403529725,0.3637889896665542,0.40438661170802204,0.3693237953177938,0.03470501824117375,1.570905509218012e-07,0.07867923484690888,0.000604887293185755
fincall,temporal,dv,7,mlp_text,test,481,0.4920909244234172,0.5619192018082786,-0.17546191663267718,0.12758924447744796,0.04485958934346311,0.0010020680153852786,5.386119527528753e-16,2.8517912616285783e-08
fincall,temporal,dv,7,mlp_text,val,228,0.43911202175513764,0.5306094115429005,-0.2462876869181989,-0.2745962631183937,0.04485958934346311,0.003217925208512834,1.5357683914106752e-12,5.502921470693835e-07
fincall,temporal,dv,7,mlp_text_pastvol,test,481,1.0763778566559816,0.4904713672652942,-1.571153247518832,0.5162279868329096,0.1835983221701404,0.38109570374406354,0.2716330095420709,0.311010345435239
fincall,temporal,dv,7,mlp_text_pastvol,val,228,0.3142057046009263,0.4428139975875476,0.10822140728828811,-0.03551082575838771,0.1835983221701404,0.22049341014774024,2.3561099573828783e-05,0.0484299053933831
fincall,temporal,dv,7,ridge_pastvol,test,481,0.8596228755310708,0.46156504329578224,-1.053388718836858,0.5849922776285442,,0.44256802824851327,0.2888336291769211,0.34310177990889684
fincall,temporal,dv,7,ridge_pastvol,val,228,0.2189219296566066,0.36785051599099533,0.37865580578537505,0.4135962770246341,,5.933839865359569e-07,0.006886790919162459,0.015417732294796063
fincall,temporal,dv,7,ridge_text,test,481,0.40599730219866514,0.5145642343945805,0.03019067553559429,0.19688639409957964,,0.1814413817588595,2.8883818124272316e-13,0.0002389841333323455
fincall,temporal,dv,7,ridge_text,val,228,0.34122121590716153,0.4468369308110891,0.03154598637363293,-0.01797055157895372,,0.3412781075606061,7.118953936423717e-07,0.008002217004973942
fincall,temporal,dv,7,ridge_text_pastvol,test,481,1.7062491813157894,0.5123361360559721,-3.0757324172811993,0.48776524237153973,,0.350323446503877,0.29110631765171785,0.3131260315502577
fincall,temporal,dv,7,ridge_text_pastvol,val,228,0.2809080658968011,0.4189479260545227,0.20272676142214252,-0.03454512479268679,,0.002214432888625906,0.0001899800411165944,0.33628028701713086
fincall,temporal,dv,15,mlp_pastvol,test,481,0.675835710941762,0.3642741697741996,-2.2489953166541152,0.4907902455657339,0.20958514991220262,0.3550856399988234,0.3159485168238999,0.3679925536591388
fincall,temporal,dv,15,mlp_pastvol,val,228,0.09910659869954348,0.2392748384903663,0.37325649915908765,0.498709854786374,0.20958514991220262,8.910619994607118e-07,0.8294800316160281,9.203563278707508e-05
fincall,temporal,dv,15,mlp_text,test,481,0.2631355576329979,0.40425663249479266,-0.2649911517748278,0.13804296060706556,0.032596889770143266,2.3122227167515955e-05,3.0073695083467573e-09,0.011380160071042963
fincall,temporal,dv,15,mlp_text,val,228,0.2723684535773208,0.42479043079126616,-0.7224398814370963,-0.2258770570098403,0.032596889770143266,1.875859172739152e-08,9.48167274291971e-13,8.808902177540907e-08
fincall,temporal,dv,15,mlp_text_pastvol,test,481,0.647350543536116,0.38992255062130166,-2.1120564511921405,0.3924476537550001,0.18184434882508577,0.3131016380097087,0.27197041122999704,0.32730134211616096
fincall,temporal,dv,15,mlp_text_pastvol,val,228,0.18727425431754133,0.3459196148760514,-0.18430985735047578,-0.008967181022694948,0.18184434882508577,0.15246445962187638,1.7773057433840247e-05,0.009219015855371509
fincall,temporal,dv,15,ridge_pastvol,test,481,0.8025912359988756,0.3813945560100627,-2.8583565868609266,0.44883898900051344,,0.3400814237392981,0.30905733959042614,0.35037256963890906
fincall,temporal,dv,15,ridge_pastvol,val,228,0.0998212298582777,0.2404008174575463,0.36873721951361293,0.4870283629848521,,7.647741448891727e-08,0.9464407386499415,0.0006166286193147746
fincall,temporal,dv,15,ridge_text,test,481,0.2048353095732311,0.3573720829177817,0.0152799700959102,0.17843922929731248,,0.5651019117415429,0.0003393305770131578,0.3456718578837858
fincall,temporal,dv,15,ridge_text,val,228,0.1680106734104746,0.32049586394502955,-0.06248826025350285,0.0008678160216044339,,0.1630111328571878,2.8622846284449797e-06,0.04584947239953232
fincall,temporal,dv,15,ridge_text_pastvol,test,481,0.9538887964030761,0.3872197592491697,-3.5857006102914966,0.3624280571935099,,0.3268970535041527,0.3020658381710946,0.3351911224852425
fincall,temporal,dv,15,ridge_text_pastvol,val,228,0.147794613984699,0.3058366946352153,0.06535674728358742,0.07009250231305743,,0.3800264177470219,0.0005305686293963621,0.37516714848629495
fincall,temporal,dv,30,mlp_pastvol,test,481,0.1961397598526909,0.325792665255417,-0.7604172037269357,0.34656879057786716,0.08964888075520205,0.03446535786294642,0.21005143677924368,0.7560623765988569
fincall,temporal,dv,30,mlp_pastvol,val,228,0.10788391010532858,0.2643903407119155,-0.8387768057374825,0.11560696118085464,0.08964888075520205,1.1547397462236452e-06,0.16658119673500638,0.0005121325061540308
fincall,temporal,dv,30,mlp_text,test,481,0.22750207568377911,0.37374631453989,-1.0419040393345194,0.057464829104375004,0.032847142567168613,2.332789697351086e-15,1.5720410807280505e-06,0.36695329272940214
fincall,temporal,dv,30,mlp_text,val,228,0.18896549470781723,0.3409945553738135,-2.2207339205096295,-0.035875452379578426,0.032847142567168613,3.564965953479668e-10,0.00010493176843649396,0.2281235091286831
fincall,temporal,dv,30,mlp_text_pastvol,test,481,0.25565051850099496,0.3583366231360463,-1.294545334657645,0.2817820399155526,0.11094436134002385,0.01891302560597411,0.08180901047550398,0.475149844733095
fincall,temporal,dv,30,mlp_text_pastvol,val,228,0.1324901873186916,0.2798506430120597,-1.2581669795947787,-0.013707514457702075,0.11094436134002385,7.1724461852958435e-06,0.055695364815576395,0.27896742621254783
fincall,temporal,dv,30,ridge_pastvol,test,481,0.18574724136245013,0.26911270240657265,-0.6671410196732255,0.3958626250280436,,0.3488807065335121,0.6077437808814147,0.7757489404636265
fincall,temporal,dv,30,ridge_pastvol,val,228,0.05759566711586422,0.19125568846603072,0.01833761215893026,0.25651720955546914,,0.613340648750443,2.0944064595260747e-09,3.975658489254196e-09
fincall,temporal,dv,30,ridge_text,test,481,0.12748207239281928,0.28352691764193066,-0.14419245529632363,0.13483418304296801,,0.0017092705844801448,0.09748518950833199,2.0146410529574695e-08
fincall,temporal,dv,30,ridge_text,val,228,0.0792807828930393,0.213596812219519,-0.3512641929839484,0.16369157224371028,,0.0018405585599602897,0.06919821456733737,1.7083649434902566e-05
fincall,temporal,dv,30,ridge_text_pastvol,test,481,0.1635530084039633,0.2823417554777396,-0.4679406660427956,0.21477053672730662,,0.23310613267301528,0.6695251939392812,0.3406177392611851
fincall,temporal,dv,30,ridge_text_pastvol,val,228,0.0697908855064283,0.19980213432390279,-0.18951807916315166,0.20211029280796722,,0.0569170306194652,0.004368100902075927,9.591088589095946e-07
fincall,temporal,har_resid,3,mlp_pastvol,test,481,0.6573581569190486,0.6192855758286567,-0.044211578044347055,0.12872839746957282,0.23006121647822003,0.4584899478312974,0.4584899478312974,0.049583348394518105
fincall,temporal,har_resid,3,mlp_pastvol,val,228,0.47031012935680244,0.556394049681662,-0.004331208889329252,-0.07992557996308934,0.23006121647822003,0.7809413865587128,0.7809413865587128,0.00036181224154669897
fincall,temporal,har_resid,3,mlp_text,test,481,0.678153271285663,0.6545251734114669,-0.07724455855857415,0.18445453240518422,0.04348483105042278,0.09570118569512229,0.09570118569512229,0.08263120929496724
fincall,temporal,har_resid,3,mlp_text,val,228,0.5903788656396152,0.6235760951473202,-0.26073389199898056,-0.1414637583804876,0.04348483105042278,0.004543106755722335,0.004543106755722335,0.9520030321811306
fincall,temporal,har_resid,3,mlp_text_pastvol,test,481,0.6676447928603212,0.6308512517352868,-0.0605518702213661,0.19732289802503566,0.03771226856428736,0.16602812186736188,0.16602812186736188,0.03448462351384544
fincall,temporal,har_resid,3,mlp_text_pastvol,val,228,0.5784958202403595,0.6274533859197853,-0.23535805463940052,0.028054511962989075,0.03771226856428736,0.0030871958551056283,0.0030871958551056283,0.7648707439372285
fincall,temporal,har_resid,3,ridge_pastvol,test,481,0.6728963682151802,0.6215590171807586,-0.06889398285935,0.020767875580435118,,0.3206365916704793,0.3206365916704793,0.14519000520883935
fincall,temporal,har_resid,3,ridge_pastvol,val,228,0.467471244560223,0.5583782031089216,0.0017311325778754938,-0.023123979463064243,,0.737863681896897,0.737863681896897,0.0003983593927325044
fincall,temporal,har_resid,3,ridge_text,test,481,0.5861777986105041,0.5911749989810979,0.06885822034910372,0.2512417475923255,,0.0006582985047826895,0.0006582985047826895,6.009379338647188e-08
fincall,temporal,har_resid,3,ridge_text,val,228,0.47609170597400924,0.5715452355441792,-0.016677568176097557,-0.024036370397960832,,0.6789104304923008,0.6789104304923008,0.007085859870898688
fincall,temporal,har_resid,3,ridge_text_pastvol,test,481,0.5974721104355178,0.5948404274306563,0.05091723787313085,0.2413527154270363,,0.05457662969546204,0.05457662969546204,2.409332980360173e-06
fincall,temporal,har_resid,3,ridge_text_pastvol,val,228,0.4755368388112899,0.5713712025746495,-0.015492668312109714,-0.02360114254337814,,0.7002095281986755,0.7002095281986755,0.006728773071885201
fincall,temporal,har_resid,7,mlp_pastvol,test,481,0.6916659561728153,0.42776074505149936,-1.7986416189329701,0.10415788018259158,0.09837994028231152,0.32184457732182964,0.32184457732182964,0.38730467572263444
fincall,temporal,har_resid,7,mlp_pastvol,val,228,0.19996703984592504,0.35555998632780983,-0.02017793951763336,0.035191282002984936,0.09837994028231152,0.3512728470172309,0.3512728470172309,2.4284086711435046e-05
fincall,temporal,har_resid,7,mlp_text,test,481,0.2746548857966309,0.42087144657089176,-0.11131766335146964,0.2203513644810795,0.03522311645475434,0.050935153190959925,0.050935153190959925,0.10890302398162177
fincall,temporal,har_resid,7,mlp_text,val,228,0.2797321903111024,0.4239913016194846,-0.42711823782668445,-0.16904437980957115,0.03522311645475434,5.1533847989663456e-05,5.1533847989663456e-05,0.36788043604497245
fincall,temporal,har_resid,7,mlp_text_pastvol,test,481,0.2669427985068443,0.40725128979487396,-0.08011276123735156,0.23616463055407907,0.01363531654912869,0.17583739879120378,0.17583739879120378,0.05295340715646625
