dataset,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,seed_std,dm_p_vs_persistence,dm_p_vs_stage1,dm_p_vs_stage2,dm_p_vs_stage3
fincall,combined,v,3,stack_fusion,test,92,1.155059164687415,0.8347166608362662,-0.07852992690166527,-0.12562593095314353,,0.6435786195445797,0.0916742473679729,0.0007233399724822713,0.008117297405055594
fincall,combined,v,3,stack_fusion,val,21,0.16837003661024172,0.3035713057171077,0.8421054566838546,0.6030075187969924,,0.008826875983589763,0.012452331315699804,0.0463045475831165,0.03002386768877514
fincall,combined,v,3,stack_fusion_pastvol,test,92,1.155059164687415,0.8347166608362662,-0.07852992690166527,-0.12562593095314353,,0.6435786195445797,0.0916742473679729,0.0007233399724822713,0.008117297405055594
fincall,combined,v,3,stack_fusion_pastvol,val,21,0.16837003661024172,0.3035713057171077,0.8421054566838546,0.6030075187969924,,0.008826875983589763,0.012452331315699804,0.0463045475831165,0.03002386768877514
fincall,combined,v,7,gated_fusion,test,92,1.0759428594370088,0.7800790201775694,-2.2437377774670564,0.05985336058198235,0.19084343812054938,0.0003476658714550645,0.00022409603961924397,0.00013401373366855063,7.476903063793621e-05
fincall,combined,v,7,gated_fusion,val,21,0.982461183314175,0.7870932847741946,-0.9420539655280205,0.11729323308270674,0.19084343812054938,0.0991076207415666,0.03555000411390874,0.010201950601319126,0.0170010478280004
fincall,combined,v,7,gated_fusion_pastvol,test,92,0.9388683231600624,0.7445041972889719,-1.8304873452991566,0.1285756226265461,0.1325008618149412,0.00019821340480470062,0.00012286288271756718,7.81203368579534e-05,3.409337458327921e-05
fincall,combined,v,7,gated_fusion_pastvol,val,21,0.8271524308757556,0.7156655860767507,-0.6350515274909447,0.15789473684210525,0.1325008618149412,0.19872941076181574,0.06749880049520238,0.02198953261584009,0.03836200782919075
fincall,combined,v,7,stack_fusion,test,92,0.4463456147339632,0.5295293045945862,-0.3456366382475873,0.13289117824988436,,0.07175388947565996,0.024964749551250436,0.0011726798490584653,0.010923420324815318
fincall,combined,v,7,stack_fusion,val,21,0.18655490687878218,0.2982648293463296,0.6312325587556654,0.5308270676691729,,0.0365703105961174,0.08532687402413193,0.2550538054582479,0.015822647851236365
fincall,combined,v,7,stack_fusion_pastvol,test,92,0.4463456147339632,0.5295293045945862,-0.3456366382475873,0.13289117824988436,,0.07175388947565996,0.024964749551250436,0.0011726798490584653,0.010923420324815318
fincall,combined,v,7,stack_fusion_pastvol,val,21,0.18655490687878218,0.2982648293463296,0.6312325587556654,0.5308270676691729,,0.0365703105961174,0.08532687402413193,0.2550538054582479,0.015822647851236365
fincall,combined,v,15,gated_fusion,test,92,0.9411834017923123,0.7361016071641849,-4.17227320252983,0.05029040654374272,0.1538042010017839,4.408452691555876e-05,0.00013424776623255133,6.98164929079278e-05,5.6025900707876e-05
fincall,combined,v,15,gated_fusion,val,21,0.7552375980744539,0.7198898831129923,-1.8569836635097352,0.15789473684210525,0.1538042010017839,0.045647496205810226,0.026903853510601095,0.007501525384767469,0.012899999049446265
fincall,combined,v,15,gated_fusion_pastvol,test,92,0.8273556418268214,0.7053442508472058,-3.546732769653153,0.10855358477329226,0.13646837613437912,7.4111963398675505e-06,3.514897914766068e-05,2.049030603971815e-05,1.0740991308842778e-05
fincall,combined,v,15,gated_fusion_pastvol,val,21,0.6944193738778754,0.6226464167526358,-1.6269147773521797,0.18796992481203004,0.13646837613437912,0.09404646613604799,0.05820532171922715,0.02189025124596892,0.03470965741162741
fincall,combined,v,15,stack_fusion,test,92,0.2902330605639627,0.4343768364185183,-0.5949757281997397,0.136125430208381,,0.01404025301731672,0.21042707336452335,0.00536479487187816,0.0553689468994483
fincall,combined,v,15,stack_fusion,val,21,0.08133564419504835,0.19527913421478396,0.6923158919540638,0.5684210526315789,,0.017099146356646017,0.014414522537143037,0.35648394510693465,0.12293200953409412
