stage,dataset,split,target,horizon,segment,n,r2_oos,mse,dm_p_vs_stage1,holm_p_vs_stage1
S4_fusion,fincall,temporal,v,30,test,481,-1.0153098252817343,0.2245390378614144,0.8226418109982587,
S4_fusion,fincall,temporal,v,30,val,228,-0.323927841196677,0.0776769163935144,3.699018321802746e-06,
S0_HAR,fincall,ticker_disjoint,dv,3,test,484,0.4945834179747822,0.5773085476735418,,
S0_HAR,fincall,ticker_disjoint,dv,3,val,239,0.4726564195066425,0.6452765300263181,,
S0_persistence,fincall,ticker_disjoint,dv,3,test,484,0.0,1.1422429896546944,,
S0_persistence,fincall,ticker_disjoint,dv,3,val,239,0.0,1.223635887295012,,
S1_GBDT,fincall,ticker_disjoint,dv,3,test,484,0.4067451424554144,0.6776412021088973,,
S1_GBDT,fincall,ticker_disjoint,dv,3,val,239,0.4088540704625258,0.7233473740104218,,
S2_text,fincall,ticker_disjoint,dv,3,test,484,0.2228979314930416,0.8876393899982352,3.228881536653092e-05,0.00012915526146612367
S2_text,fincall,ticker_disjoint,dv,3,val,239,0.1738823000772954,1.010867264755033,3.989301728042184e-05,
S3_audio,fincall,ticker_disjoint,dv,3,test,484,0.3041933695249189,0.7947802458154157,0.0034012103712934,0.0136048414851736
S3_audio,fincall,ticker_disjoint,dv,3,val,239,0.3603014898440785,0.7827580540759382,0.2876946995466252,
S4_fusion,fincall,ticker_disjoint,dv,3,test,484,0.4358725599179982,0.6443706137055151,0.1296709804646348,0.3890129413939044
S4_fusion,fincall,ticker_disjoint,dv,3,val,239,0.4585970564522762,0.6624800712121504,0.0402126668866147,
S0_HAR,fincall,ticker_disjoint,dv,7,test,484,0.3568281661867744,0.2480330301385903,,
S0_HAR,fincall,ticker_disjoint,dv,7,val,239,0.4279228041114209,0.2695372986269574,,
S0_persistence,fincall,ticker_disjoint,dv,7,test,484,0.0,0.3856403795981807,,
S0_persistence,fincall,ticker_disjoint,dv,7,val,239,0.0,0.4711554674160687,,
S1_GBDT,fincall,ticker_disjoint,dv,7,test,484,0.2754296450076381,0.2794235867448429,,
S1_GBDT,fincall,ticker_disjoint,dv,7,val,239,0.3504987358247781,0.3060160717098042,,
S2_text,fincall,ticker_disjoint,dv,7,test,484,0.1285196897557646,0.3360779976549272,0.0014083747193397,0.0042251241580191
S2_text,fincall,ticker_disjoint,dv,7,val,239,0.1451724550192102,0.4027566715155545,0.0018598133744886,
S3_audio,fincall,ticker_disjoint,dv,7,test,484,0.147229432265781,0.3288627654511802,0.0037298615356158,0.0136048414851736
S3_audio,fincall,ticker_disjoint,dv,7,val,239,0.1981852760309117,0.3777793910527419,0.003782977077453,
S4_fusion,fincall,ticker_disjoint,dv,7,test,484,0.2920492832767464,0.2730143831339596,0.6149314040707586,0.6149314040707586
S4_fusion,fincall,ticker_disjoint,dv,7,val,239,0.4007541135215815,0.2823379757408957,0.0429381210192575,
S0_HAR,fincall,ticker_disjoint,dv,15,test,484,0.21113241196994,0.1685558649190051,,
S0_HAR,fincall,ticker_disjoint,dv,15,val,239,0.3340614738508036,0.1939517734805544,,
S0_persistence,fincall,ticker_disjoint,dv,15,test,484,0.0,0.2136681332540465,,
S0_persistence,fincall,ticker_disjoint,dv,15,val,239,0.0,0.2912457619805909,,
S1_GBDT,fincall,ticker_disjoint,dv,15,test,484,0.0888404288782971,0.1946857646581318,,
S1_GBDT,fincall,ticker_disjoint,dv,15,val,239,0.2329773519962231,0.2233920955742306,,
S2_text,fincall,ticker_disjoint,dv,15,test,484,0.0935692473048682,0.193675366852429,0.9579053899555534,0.9579053899555534
S2_text,fincall,ticker_disjoint,dv,15,val,239,0.1273044527348591,0.2541688796403047,0.1329142009283367,
S3_audio,fincall,ticker_disjoint,dv,15,test,484,0.0442059468642389,0.2042227311088369,0.3298801732959208,0.3298801732959208
S3_audio,fincall,ticker_disjoint,dv,15,val,239,0.0823442612230918,0.2672633448759428,0.0058759275514795,
S4_fusion,fincall,ticker_disjoint,dv,15,test,484,0.1326853757909812,0.1853174966986758,0.232345701545631,0.464691403091262
S4_fusion,fincall,ticker_disjoint,dv,15,val,239,0.3280185044396935,0.1957117627113185,0.0054372710190903,
S0_HAR,fincall,ticker_disjoint,dv,30,test,484,0.2287402029084974,0.1798282285796992,,
S0_HAR,fincall,ticker_disjoint,dv,30,val,239,0.3296996455509449,0.2207788255662192,,
S0_persistence,fincall,ticker_disjoint,dv,30,test,484,0.0,0.23316167815028,,
S0_persistence,fincall,ticker_disjoint,dv,30,val,239,0.0,0.3293729804867634,,
S1_GBDT,fincall,ticker_disjoint,dv,30,test,484,0.107591485602278,0.2080754668125712,,
S1_GBDT,fincall,ticker_disjoint,dv,30,val,239,0.32811336252221,0.2213013043352891,,
S2_text,fincall,ticker_disjoint,dv,30,test,484,0.2357578931002751,0.1781919721578455,0.0685652500397058,0.1371305000794116
S2_text,fincall,ticker_disjoint,dv,30,val,239,0.2239447916979269,0.2556116169807298,0.1232675461321394,
S3_audio,fincall,ticker_disjoint,dv,30,test,484,0.2094555212469533,0.1843246773184987,0.0439281327761397,0.0878562655522794
S3_audio,fincall,ticker_disjoint,dv,30,val,239,0.1844241173850286,0.2686286592700158,0.0162472691904695,
S4_fusion,fincall,ticker_disjoint,dv,30,test,484,0.2443060094015208,0.1761988790160233,0.0006987507179536,0.0027950028718144
S4_fusion,fincall,ticker_disjoint,dv,30,val,239,0.4200630070861483,0.1910155758505663,0.0113903987361501,
S0_HAR,fincall,ticker_disjoint,har_resid,3,test,484,0.0,0.5773085476735418,,
S0_HAR,fincall,ticker_disjoint,har_resid,3,val,239,0.0,0.6452765300263181,,
S0_persistence,fincall,ticker_disjoint,har_resid,3,test,484,0.0,0.5773085476735418,,
S0_persistence,fincall,ticker_disjoint,har_resid,3,val,239,0.0,0.6452765300263181,,
S1_GBDT,fincall,ticker_disjoint,har_resid,3,test,484,-0.1495495260447402,0.6636447673596974,,
S1_GBDT,fincall,ticker_disjoint,har_resid,3,val,239,-0.114664647231284,0.7192669357084129,,
S2_text,fincall,ticker_disjoint,har_resid,3,test,484,-0.0370665876198177,0.5987074055395529,0.0217889996702195,
S2_text,fincall,ticker_disjoint,har_resid,3,val,239,-0.055111191526981,0.6808384884604644,0.3992666028010314,
S3_audio,fincall,ticker_disjoint,har_resid,3,test,484,-0.0171733778209215,0.587222885481987,0.0034097039682164,
S3_audio,fincall,ticker_disjoint,har_resid,3,val,239,-0.0205211614814817,0.6585183538991983,0.1621543085092638,
S4_fusion,fincall,ticker_disjoint,har_resid,3,test,484,-0.0018645492652134,0.5783849679019079,0.0001421632989728,
S4_fusion,fincall,ticker_disjoint,har_resid,3,val,239,0.015665491137637,0.6351679562638657,0.0123535519272916,
S0_HAR,fincall,ticker_disjoint,har_resid,7,test,484,0.0,0.2480330301385903,,
S0_HAR,fincall,ticker_disjoint,har_resid,7,val,239,0.0,0.2695372986269574,,
S0_persistence,fincall,ticker_disjoint,har_resid,7,test,484,0.0,0.2480330301385903,,
S0_persistence,fincall,ticker_disjoint,har_resid,7,val,239,0.0,0.2695372986269574,,
S1_GBDT,fincall,ticker_disjoint,har_resid,7,test,484,-0.1222805531234783,0.2783626462568295,,
S1_GBDT,fincall,ticker_disjoint,har_resid,7,val,239,-0.0901276656191117,0.2938300661494865,,
S2_text,fincall,ticker_disjoint,har_resid,7,test,484,-0.0041819131089846,0.249070282718788,0.0173177767485673,
S2_text,fincall,ticker_disjoint,har_resid,7,val,239,-0.0231139335484589,0.275767365836252,0.3775728579603178,
S3_audio,fincall,ticker_disjoint,har_resid,7,test,484,-0.0111834561233068,0.250806896648276,0.0106189337267356,
S3_audio,fincall,ticker_disjoint,har_resid,7,val,239,-0.0712673492221553,0.2887465074166012,0.8864523384658596,
S4_fusion,fincall,ticker_disjoint,har_resid,7,test,484,-0.0303171273797786,0.2555526791076944,0.0260564674086921,
S4_fusion,fincall,ticker_disjoint,har_resid,7,val,239,0.0706575083393756,0.2504924647014503,0.0025080905701566,
S0_HAR,fincall,ticker_disjoint,har_resid,15,test,484,0.0,0.1685558649190051,,
S0_HAR,fincall,ticker_disjoint,har_resid,15,val,239,0.0,0.1939517734805544,,
S0_persistence,fincall,ticker_disjoint,har_resid,15,test,484,0.0,0.1685558649190051,,
S0_persistence,fincall,ticker_disjoint,har_resid,15,val,239,0.0,0.1939517734805544,,
S1_GBDT,fincall,ticker_disjoint,har_resid,15,test,484,-0.1680851510821026,0.1968876029396905,,
S1_GBDT,fincall,ticker_disjoint,har_resid,15,val,239,-0.1317253969692771,0.2195001478351756,,
S2_text,fincall,ticker_disjoint,har_resid,15,test,484,0.0380105856050365,0.1621489577862702,9.020101622101317e-05,
S2_text,fincall,ticker_disjoint,har_resid,15,val,239,0.0490683950121687,0.1844348712460998,0.0282588484837817,
S3_audio,fincall,ticker_disjoint,har_resid,15,test,484,0.0067335292689761,0.1674208890691153,0.0002780122388629,
S3_audio,fincall,ticker_disjoint,har_resid,15,val,239,-0.0642283092010689,0.2064089679577591,0.410907970569273,
S4_fusion,fincall,ticker_disjoint,har_resid,15,test,484,-0.0077582776522049,0.1698635681189542,0.000424062991298,
S4_fusion,fincall,ticker_disjoint,har_resid,15,val,239,0.1129732517463038,0.1720404109484936,0.0006100531609765,
S0_HAR,fincall,ticker_disjoint,har_resid,30,test,484,0.0,0.1798282285796992,,
S0_HAR,fincall,ticker_disjoint,har_resid,30,val,239,0.0,0.2207788255662192,,
S0_persistence,fincall,ticker_disjoint,har_resid,30,test,484,0.0,0.1798282285796992,,
S0_persistence,fincall,ticker_disjoint,har_resid,30,val,239,0.0,0.2207788255662192,,
S1_GBDT,fincall,ticker_disjoint,har_resid,30,test,484,-0.1420053648657085,0.2053648017923134,,
S1_GBDT,fincall,ticker_disjoint,har_resid,30,val,239,0.0006436168546761,0.2206367285929292,,
S2_text,fincall,ticker_disjoint,har_resid,30,test,484,0.1137567712087919,0.159371549924276,7.515703718807589e-05,
S2_text,fincall,ticker_disjoint,har_resid,30,val,239,0.1506693292356006,0.1875142280087333,0.0479514847399154,
S3_audio,fincall,ticker_disjoint,har_resid,30,test,484,0.0057038273137844,0.1788025194177369,0.0047446781025775,
S3_audio,fincall,ticker_disjoint,har_resid,30,val,239,-0.0336400194314978,0.2282058295483301,0.5317053463400179,
S4_fusion,fincall,ticker_disjoint,har_resid,30,test,484,0.0669019341172755,0.1677973722788338,0.0008976277970647,
S4_fusion,fincall,ticker_disjoint,har_resid,30,val,239,0.2261078901225895,0.1708589911336981,0.0011922087753266,
S0_HAR,fincall,ticker_disjoint,v,3,test,484,0.4945834179747822,0.5773085476735418,,
S0_HAR,fincall,ticker_disjoint,v,3,val,239,0.4726564195066425,0.6452765300263181,,
S0_persistence,fincall,ticker_disjoint,v,3,test,484,0.0,1.1422429896546944,,
S0_persistence,fincall,ticker_disjoint,v,3,val,239,0.0,1.223635887295012,,
S1_GBDT,fincall,ticker_disjoint,v,3,test,484,0.4117723406837886,0.6718989201749321,,
S1_GBDT,fincall,ticker_disjoint,v,3,val,239,0.4097118959645519,0.7222977079411058,,
S2_text,fincall,ticker_disjoint,v,3,test,484,0.4179967813808773,0.6647890964241612,0.9860868113274944,
S2_text,fincall,ticker_disjoint,v,3,val,239,0.4802492733446101,0.6359856415831953,0.05666011222603,
S3_audio,fincall,ticker_disjoint,v,3,test,484,0.3995468804720208,0.6858633663971265,0.5400365981284754,
S3_audio,fincall,ticker_disjoint,v,3,val,239,0.4718630975733033,0.6462472672141302,0.1714176831546542,
S4_fusion,fincall,ticker_disjoint,v,3,test,484,0.4502757099914902,0.6279187165051244,0.1615385468651815,
S4_fusion,fincall,ticker_disjoint,v,3,val,239,0.5161663794253353,0.592036181615038,0.0008696725872503,
S0_HAR,fincall,ticker_disjoint,v,7,test,484,0.3568281661867744,0.2480330301385903,,
S0_HAR,fincall,ticker_disjoint,v,7,val,239,0.4279228041114209,0.2695372986269574,,
S0_persistence,fincall,ticker_disjoint,v,7,test,484,0.0,0.3856403795981807,,
S0_persistence,fincall,ticker_disjoint,v,7,val,239,0.0,0.4711554674160687,,
S1_GBDT,fincall,ticker_disjoint,v,7,test,484,0.2780514082558722,0.2784125289705774,,
S1_GBDT,fincall,ticker_disjoint,v,7,val,239,0.3647537103347643,0.2992997625315475,,
S2_text,fincall,ticker_disjoint,v,7,test,484,0.2106954176032109,0.3043877187740812,0.0833656382133539,
S2_text,fincall,ticker_disjoint,v,7,val,239,0.4245269089446942,0.2711372932015324,0.2223763560537094,
S3_audio,fincall,ticker_disjoint,v,7,test,484,0.1368014752953744,0.3328842067356813,0.0004430674405039,
S3_audio,fincall,ticker_disjoint,v,7,val,239,0.3019381912408817,0.3288956377912088,0.1969894208401054,
S4_fusion,fincall,ticker_disjoint,v,7,test,484,0.2644919080417215,0.2836416197803241,0.5191946258537159,
S4_fusion,fincall,ticker_disjoint,v,7,val,239,0.4875403576567555,0.2414481623201027,0.0002975628100398,
S0_HAR,fincall,ticker_disjoint,v,15,test,484,0.21113241196994,0.1685558649190051,,
S0_HAR,fincall,ticker_disjoint,v,15,val,239,0.3340614738508036,0.1939517734805544,,
S0_persistence,fincall,ticker_disjoint,v,15,test,484,0.0,0.2136681332540465,,
S0_persistence,fincall,ticker_disjoint,v,15,val,239,0.0,0.2912457619805909,,
S1_GBDT,fincall,ticker_disjoint,v,15,test,484,0.0777761061363757,0.1970498578441185,,
S1_GBDT,fincall,ticker_disjoint,v,15,val,239,0.2519023590053666,0.2178802674873645,,
S2_text,fincall,ticker_disjoint,v,15,test,484,-0.0059008117269458,0.2149289486804266,0.1341539752176603,
S2_text,fincall,ticker_disjoint,v,15,val,239,0.3642621861844312,0.1851559440045904,0.0340340791610129,
S3_audio,fincall,ticker_disjoint,v,15,test,484,0.0729156701411433,0.1980883781300205,0.7755482422575909,
S3_audio,fincall,ticker_disjoint,v,15,val,239,0.193324043531938,0.2349409536129627,0.1838381041782196,
S4_fusion,fincall,ticker_disjoint,v,15,test,484,0.0503367416654316,0.2029127756283025,0.4283716311453936,
S4_fusion,fincall,ticker_disjoint,v,15,val,239,0.4347816136008603,0.1646174596322575,2.3201380835913996e-05,
S0_HAR,fincall,ticker_disjoint,v,30,test,484,0.2287402029084974,0.1798282285796992,,
S0_HAR,fincall,ticker_disjoint,v,30,val,239,0.3296996455509449,0.2207788255662192,,
S0_persistence,fincall,ticker_disjoint,v,30,test,484,0.0,0.23316167815028,,
S0_persistence,fincall,ticker_disjoint,v,30,val,239,0.0,0.3293729804867634,,
S1_GBDT,fincall,ticker_disjoint,v,30,test,484,0.1163192901336744,0.2060404772614632,,
S1_GBDT,fincall,ticker_disjoint,v,30,val,239,0.3314329527803488,0.2202079209979712,,
S2_text,fincall,ticker_disjoint,v,30,test,484,0.1387390557852144,0.2008130470784141,0.8142812076100712,
S2_text,fincall,ticker_disjoint,v,30,val,239,0.4235891402325973,0.1898541628665272,0.0645929087270345,
S3_audio,fincall,ticker_disjoint,v,30,test,484,0.1436005323062994,0.1996795370544697,0.672845106968572,
S3_audio,fincall,ticker_disjoint,v,30,val,239,0.2320794407121305,0.2529322833897078,0.0282603946252073,
S4_fusion,fincall,ticker_disjoint,v,30,test,484,0.1712812398270576,0.1932254568365427,0.3922622285379369,
S4_fusion,fincall,ticker_disjoint,v,30,val,239,0.5017548993684218,0.1641084738079503,0.0001895861510815,
S0_HAR,maec,combined,dv,3,test,102,0.5369328113647807,0.5460041930260687,,
S0_HAR,maec,combined,dv,3,val,4,0.4120668517519634,0.3535584574158876,,
S0_persistence,maec,combined,dv,3,test,102,0.0,1.1791036083452306,,
S0_persistence,maec,combined,dv,3,val,4,0.0,0.6013582640636019,,
S1_GBDT,maec,combined,dv,3,test,102,0.3831617687520837,0.7273161842297078,,
S1_GBDT,maec,combined,dv,3,val,4,0.2215012486212757,0.4681566577047912,,
S2_text,maec,combined,dv,3,test,102,0.1537446262186937,0.99782276480708,0.0225905438895771,0.0903621755583084
S2_text,maec,combined,dv,3,val,4,0.2482879827114479,0.452048233792392,0.9682892459088436,
S0_HAR,maec,combined,dv,7,test,102,0.4403366640960776,0.3405171523481355,,
S0_HAR,maec,combined,dv,7,val,4,0.54749995094033,0.06594283856917,,
S0_persistence,maec,combined,dv,7,test,102,0.0,0.6084321242844328,,
S0_persistence,maec,combined,dv,7,val,4,0.0,0.1457300141871904,,
S1_GBDT,maec,combined,dv,7,test,102,0.282993881780657,0.43624955563313,,
S1_GBDT,maec,combined,dv,7,val,4,0.2417252992538391,0.1105033828975256,,
S2_text,maec,combined,dv,7,test,102,0.1191013874638597,0.5359670141045733,0.1001540053754046,0.3004620161262138
S2_text,maec,combined,dv,7,val,4,0.1782660920190394,0.1197512940681608,0.9241253545473788,
S0_HAR,maec,combined,dv,15,test,102,0.3983747777683434,0.2206648033920533,,
S0_HAR,maec,combined,dv,15,val,4,0.1466528878879295,0.0713595800244254,,
S0_persistence,maec,combined,dv,15,test,102,0.0,0.3667811707985309,,
S0_persistence,maec,combined,dv,15,val,4,0.0,0.0836231575774686,,
S1_GBDT,maec,combined,dv,15,test,102,0.2265099538388428,0.2837015847319989,,
S1_GBDT,maec,combined,dv,15,val,4,0.3352481141969556,0.0555886516964273,,
S2_text,maec,combined,dv,15,test,102,0.1348988689978352,0.3173028056881072,0.3470658336492654,0.6795490798275856
S2_text,maec,combined,dv,15,val,4,-0.1773574154319286,0.0984543446756653,0.6074803990111693,
S0_HAR,maec,combined,dv,30,test,102,0.2906875439446341,0.1556837866930514,,
S0_HAR,maec,combined,dv,30,val,4,0.7607926943214945,0.0181414682309068,,
S0_persistence,maec,combined,dv,30,test,102,0.0,0.21948548254579,,
S0_persistence,maec,combined,dv,30,val,4,0.0,0.0758399421767199,,
S1_GBDT,maec,combined,dv,30,test,102,0.183358293457102,0.1792409990275853,,
S1_GBDT,maec,combined,dv,30,val,4,0.7235617774627856,0.0209650588126575,,
S2_text,maec,combined,dv,30,test,102,0.0926199610694465,0.1991567456970902,0.3397745399137928,0.6795490798275856
S2_text,maec,combined,dv,30,val,4,-0.1991154978774652,0.0909408500222356,0.3663626744925437,
S0_HAR,maec,combined,har_resid,3,test,102,0.0,0.5460041930260687,,
S0_HAR,maec,combined,har_resid,3,val,4,0.0,0.3535584574158876,,
S0_persistence,maec,combined,har_resid,3,test,102,0.0,0.5460041930260687,,
S0_persistence,maec,combined,har_resid,3,val,4,0.0,0.3535584574158876,,
S1_GBDT,maec,combined,har_resid,3,test,102,-0.3862858326289967,0.7569178773480671,,
S1_GBDT,maec,combined,har_resid,3,val,4,-0.5581235697199741,0.5508877657735303,,
S2_text,maec,combined,har_resid,3,test,102,-0.0206160097056515,0.5572606207688205,0.0053756288122208,
S2_text,maec,combined,har_resid,3,val,4,-0.0165194474322938,0.3593990477674122,0.2002638603584408,
S0_HAR,maec,combined,har_resid,7,test,102,0.0,0.3405171523481355,,
S0_HAR,maec,combined,har_resid,7,val,4,0.0,0.06594283856917,,
S0_persistence,maec,combined,har_resid,7,test,102,0.0,0.3405171523481355,,
S0_persistence,maec,combined,har_resid,7,val,4,0.0,0.06594283856917,,
S1_GBDT,maec,combined,har_resid,7,test,102,-0.2503628535915625,0.4257699983068875,,
S1_GBDT,maec,combined,har_resid,7,val,4,-0.5591371165244489,0.102813927182173,,
S2_text,maec,combined,har_resid,7,test,102,0.0033576552693354,0.3393738131372547,0.066926148958008,
S2_text,maec,combined,har_resid,7,val,4,-0.343127289154449,0.0885696260065588,0.9105090027335572,
S0_HAR,maec,combined,har_resid,15,test,102,0.0,0.2206648033920533,,
S0_HAR,maec,combined,har_resid,15,val,4,0.0,0.0713595800244254,,
S0_persistence,maec,combined,har_resid,15,test,102,0.0,0.2206648033920533,,
S0_persistence,maec,combined,har_resid,15,val,4,0.0,0.0713595800244254,,
S1_GBDT,maec,combined,har_resid,15,test,102,-0.2488221562336246,0.2755710955769329,,
S1_GBDT,maec,combined,har_resid,15,val,4,0.1536716569472898,0.0603936351230092,,
S2_text,maec,combined,har_resid,15,test,102,0.0147956584735365,0.2173999223239344,0.0391403937290075,
S2_text,maec,combined,har_resid,15,val,4,-0.2880172761160784,0.0919123718878477,0.5557100818774868,
S0_HAR,maec,combined,har_resid,30,test,102,0.0,0.1556837866930514,,
S0_HAR,maec,combined,har_resid,30,val,4,0.0,0.0181414682309068,,
S0_persistence,maec,combined,har_resid,30,test,102,0.0,0.1556837866930514,,
S0_persistence,maec,combined,har_resid,30,val,4,0.0,0.0181414682309068,,
S1_GBDT,maec,combined,har_resid,30,test,102,-0.1695533025242261,0.1820804868763354,,
S1_GBDT,maec,combined,har_resid,30,val,4,-0.1804165191252965,0.0214144887809491,,
S2_text,maec,combined,har_resid,30,test,102,-0.0107679525503143,0.1573601823210154,0.1102224424977056,
S2_text,maec,combined,har_resid,30,val,4,-0.5747082713389826,0.0285675200774423,0.7327144194914545,
S0_HAR,maec,combined,v,3,test,102,0.5369328113647807,0.5460041930260687,,
S0_HAR,maec,combined,v,3,val,4,0.4120668517519634,0.3535584574158876,,
S0_persistence,maec,combined,v,3,test,102,0.0,1.1791036083452306,,
S0_persistence,maec,combined,v,3,val,4,0.0,0.6013582640636019,,
S1_GBDT,maec,combined,v,3,test,102,0.388712929629328,0.7207707904088442,,
S1_GBDT,maec,combined,v,3,val,4,0.0058861249604136,0.5978185941753461,,
S2_text,maec,combined,v,3,test,102,0.5006012876200077,0.5888428237702109,0.0837735296888079,
S2_text,maec,combined,v,3,val,4,0.2596220075461366,0.4452324242929498,0.3170049746966896,
S0_HAR,maec,combined,v,7,test,102,0.4403366640960776,0.3405171523481355,,
S0_HAR,maec,combined,v,7,val,4,0.54749995094033,0.06594283856917,,
S0_persistence,maec,combined,v,7,test,102,0.0,0.6084321242844328,,
S0_persistence,maec,combined,v,7,val,4,0.0,0.1457300141871904,,
S1_GBDT,maec,combined,v,7,test,102,0.2827371956007136,0.4364057317508674,,
S1_GBDT,maec,combined,v,7,val,4,0.224917617673518,0.1129527665726796,,
S2_text,maec,combined,v,7,test,102,0.2924454467389078,0.4304989198877691,0.949145173937354,
S2_text,maec,combined,v,7,val,4,0.4343193816048368,0.0824366445441458,0.6631260616700211,
S0_HAR,maec,combined,v,15,test,102,0.3983747777683434,0.2206648033920533,,
S0_HAR,maec,combined,v,15,val,4,0.1466528878879295,0.0713595800244254,,
S0_persistence,maec,combined,v,15,test,102,0.0,0.3667811707985309,,
S0_persistence,maec,combined,v,15,val,4,0.0,0.0836231575774686,,
S1_GBDT,maec,combined,v,15,test,102,0.2199528095932512,0.2861066217754918,,
S1_GBDT,maec,combined,v,15,val,4,0.3943782460304013,0.0506440033645426,,
S2_text,maec,combined,v,15,test,102,0.1484180462231562,0.3123442260371712,0.4671260255606559,
S2_text,maec,combined,v,15,val,4,0.0704704583651847,0.0777301953330403,0.0493732745742551,
S0_HAR,maec,combined,v,30,test,102,0.2906875439446341,0.1556837866930514,,
S0_HAR,maec,combined,v,30,val,4,0.7607926943214945,0.0181414682309068,,
S0_persistence,maec,combined,v,30,test,102,0.0,0.21948548254579,,
S0_persistence,maec,combined,v,30,val,4,0.0,0.0758399421767199,,
S1_GBDT,maec,combined,v,30,test,102,0.1297258749856188,0.1910125362758966,,
S1_GBDT,maec,combined,v,30,val,4,0.6426909192133585,0.0270983000260758,,
S2_text,maec,combined,v,30,test,102,-0.0758424546496836,0.2361318003020329,0.0655696590249328,
S2_text,maec,combined,v,30,val,4,0.649926256165151,0.0265495724900228,0.9244300580234356,
S0_HAR,maec,temporal,dv,3,test,506,0.5068022623827804,0.6818672837518043,,
S0_HAR,maec,temporal,dv,3,val,73,0.6129807334946821,0.7306358707441053,,
S0_persistence,maec,temporal,dv,3,test,506,0.0,1.3825434136135777,,
S0_persistence,maec,temporal,dv,3,val,73,0.0,1.887854001020556,,
S1_GBDT,maec,temporal,dv,3,test,506,0.4071909443933205,0.8195842553594999,,
S1_GBDT,maec,temporal,dv,3,val,73,0.5409804077236133,0.8665619738258009,,
S2_text,maec,temporal,dv,3,test,506,-0.0054874518854008,1.39013005407526,1.0040456621165338e-07,3.0121369863496015e-07
S2_text,maec,temporal,dv,3,val,73,0.4551902160063751,1.0285213305075096,0.3872923566517677,
S0_HAR,maec,temporal,dv,7,test,506,0.3922121319895976,0.3471878274825603,,
S0_HAR,maec,temporal,dv,7,val,73,0.60448717815765,0.3290786281192007,,
S0_persistence,maec,temporal,dv,7,test,506,0.0,0.5712319145478864,,
S0_persistence,maec,temporal,dv,7,val,73,0.0,0.8320302400976782,,
S1_GBDT,maec,temporal,dv,7,test,506,0.3402361845979385,0.3768781474215379,,
S1_GBDT,maec,temporal,dv,7,val,73,0.535188603515322,0.3867371378172838,,
S2_text,maec,temporal,dv,7,test,506,-0.1423099842465589,0.6525239193083279,1.3514563397012557e-08,5.4058253588050226e-08
S2_text,maec,temporal,dv,7,val,73,0.5068151515122254,0.4103447078998201,0.7040532400348577,
S0_HAR,maec,temporal,dv,15,test,507,0.3064892270405489,0.2206793320842555,,
S0_HAR,maec,temporal,dv,15,val,73,0.4793564958274611,0.2339451600655644,,
S0_persistence,maec,temporal,dv,15,test,507,0.0,0.3182060620955321,,
S0_persistence,maec,temporal,dv,15,val,73,0.0,0.4493384786147952,,
S1_GBDT,maec,temporal,dv,15,test,507,0.2133309169772074,0.250322871080986,,
S1_GBDT,maec,temporal,dv,15,val,73,0.4697382504088245,0.2382670078289183,,
S2_text,maec,temporal,dv,15,test,507,0.2111501351416644,0.2510168090811636,0.8761535939623376,0.8761535939623376
S2_text,maec,temporal,dv,15,val,73,0.3198494557495586,0.3056178107825183,0.0679521127803174,
S0_HAR,maec,temporal,dv,30,test,507,0.2064085577969668,0.1498867335282223,,
S0_HAR,maec,temporal,dv,30,val,73,0.299418843528345,0.1563768338169086,,
S0_persistence,maec,temporal,dv,30,test,507,0.0,0.1888714085829004,,
S0_persistence,maec,temporal,dv,30,val,73,0.0,0.2232101625520033,,
S1_GBDT,maec,temporal,dv,30,test,507,0.186045183739043,0.1537327926700428,,
S1_GBDT,maec,temporal,dv,30,val,73,0.2744116762374002,0.1619586876928855,,
S2_text,maec,temporal,dv,30,test,507,0.1381594192749705,0.1627770444554412,0.2670697726484134,0.5341395452968268
S2_text,maec,temporal,dv,30,val,73,0.3134428288609605,0.1532465377711885,0.7626178189526961,
S0_HAR,maec,temporal,har_resid,3,test,506,0.0,0.6818672837518043,,
S0_HAR,maec,temporal,har_resid,3,val,73,0.0,0.7306358707441053,,
S0_persistence,maec,temporal,har_resid,3,test,506,0.0,0.6818672837518043,,
S0_persistence,maec,temporal,har_resid,3,val,73,0.0,0.7306358707441053,,
S1_GBDT,maec,temporal,har_resid,3,test,506,-0.2061065395000102,0.8224045900041602,,
S1_GBDT,maec,temporal,har_resid,3,val,73,-0.1585365824619766,0.8464683847160062,,
S2_text,maec,temporal,har_resid,3,test,506,0.0345099389167961,0.6583360854401679,1.8833232722934938e-07,
S2_text,maec,temporal,har_resid,3,val,73,0.0127612220476516,0.7213120641615605,0.2387734486749786,
S0_HAR,maec,temporal,har_resid,7,test,506,0.0,0.3471878274825603,,
S0_HAR,maec,temporal,har_resid,7,val,73,0.0,0.3290786281192007,,
S0_persistence,maec,temporal,har_resid,7,test,506,0.0,0.3471878274825603,,
S0_persistence,maec,temporal,har_resid,7,val,73,0.0,0.3290786281192007,,
S1_GBDT,maec,temporal,har_resid,7,test,506,-0.0927180383131517,0.3793784017729481,,
S1_GBDT,maec,temporal,har_resid,7,val,73,-0.1416311924562861,0.3756864266316018,,
S2_text,maec,temporal,har_resid,7,test,506,-0.0069936027201702,0.3496159212172522,0.1460056459153857,
S2_text,maec,temporal,har_resid,7,val,73,0.107545324012558,0.2936877604325132,0.0959823390695464,
